HHID,residence,region,wealth_q
180006,Rural,Plain,Poor
180007,Rural,Plain,Poor
180008,Rural,Plain,Richest
180009,Rural,Plain,Middle
180010,Rural,Plain,Poor
180011,Rural,Plain,Rich
180012,Rural,Plain,Poor
180013,Rural,Plain,Poorest
180014,Rural,Plain,Poor
180015,Rural,Plain,Poorest
180016,Rural,Plain,Middle
180017,Rural,Plain,Middle
180018,Rural,Plain,Middle
180019,Rural,Plain,Rich
180020,Rural,Plain,Poor
180021,Rural,Plain,Poor
180022,Rural,Plain,Middle
180023,Rural,Plain,Rich
180024,Rural,Plain,Middle
180025,Rural,Plain,Middle
180026,Rural,Plain,Poor
180027,Rural,Plain,Poor
180028,Rural,Plain,Richest
181001,Rural,Plain,Middle
181002,Rural,Plain,Middle
181003,Rural,Plain,Rich
181004,Rural,Plain,Rich
181005,Rural,Plain,Rich
181006,Rural,Plain,Rich
181007,Rural,Plain,Rich
181008,Rural,Plain,Rich
181009,Rural,Plain,Richest
181010,Rural,Plain,Middle
181011,Rural,Plain,Rich
181012,Rural,Plain,Rich
181013,Rural,Plain,Middle
181014,Rural,Plain,Poor
181015,Rural,Plain,Rich
181016,Rural,Plain,Rich
181017,Rural,Plain,Middle
181019,Rural,Plain,Middle
181020,Rural,Plain,Poor
181021,Rural,Plain,Richest
181022,Rural,Plain,Richest
181023,Rural,Plain,Richest
181024,Rural,Plain,Rich
181025,Rural,Plain,Middle
181026,Rural,Plain,Rich
181027,Rural,Plain,Middle
181028,Rural,Plain,Poor
182001,Rural,Plain,Rich
182002,Rural,Plain,Poorest
182003,Rural,Plain,Rich
182004,Rural,Plain,Poorest
182005,Rural,Plain,Middle
182006,Rural,Plain,Rich
182007,Rural,Plain,Middle
182009,Rural,Plain,Poor
182010,Rural,Plain,Middle
182011,Rural,Plain,Middle
182012,Rural,Plain,Middle
182013,Rural,Plain,Middle
182014,Rural,Plain,Poor
182015,Rural,Plain,Richest
182016,Rural,Plain,Rich
182017,Rural,Plain,Poor
182018,Rural,Plain,Poor
182019,Rural,Plain,Middle
182020,Rural,Plain,Middle
182021,Rural,Plain,Richest
182023,Rural,Plain,Poor
182024,Rural,Plain,Rich
182025,Rural,Plain,Richest
182026,Rural,Plain,Richest
182027,Rural,Plain,Rich
182028,Rural,Plain,Middle
183002,Rural,Plain,Rich
183003,Rural,Plain,Poor
183004,Rural,Plain,Rich
183005,Rural,Plain,Poorest
183006,Rural,Plain,Poorest
183007,Rural,Plain,Poorest
183008,Rural,Plain,Middle
183009,Rural,Plain,Rich
183010,Rural,Plain,Rich
183011,Rural,Plain,Poorest
183012,Rural,Plain,Poor
183013,Rural,Plain,Poorest
183014,Rural,Plain,Poorest
183015,Rural,Plain,Poor
183016,Rural,Plain,Rich
183017,Rural,Plain,Poorest
183018,Rural,Plain,Middle
183019,Rural,Plain,Middle
183020,Rural,Plain,Poor
183021,Rural,Plain,Poorest
183022,Rural,Plain,Poorest
183023,Rural,Plain,Rich
183024,Rural,Plain,Rich
183025,Rural,Plain,Poor
183026,Rural,Plain,Poor
183027,Rural,Plain,Middle
183028,Rural,Plain,Poor
184001,Rural,Plain,Rich
184002,Rural,Plain,Richest
184003,Rural,Plain,Rich
184004,Rural,Plain,Rich
184005,Rural,Plain,Richest
184006,Rural,Plain,Rich
184007,Rural,Plain,Poor
184008,Rural,Plain,Rich
184009,Rural,Plain,Middle
184010,Rural,Plain,Middle
184011,Rural,Plain,Richest
184012,Rural,Plain,Rich
184013,Rural,Plain,Middle
184014,Rural,Plain,Richest
184015,Rural,Plain,Rich
184016,Rural,Plain,Richest
184017,Rural,Plain,Middle
184018,Rural,Plain,Middle
184019,Rural,Plain,Rich
184020,Rural,Plain,Richest
184021,Rural,Plain,Rich
184022,Rural,Plain,Richest
184023,Rural,Plain,Rich
184024,Rural,Plain,Rich
184025,Rural,Plain,Richest
184026,Rural,Plain,Rich
184027,Rural,Plain,Poor
184028,Rural,Plain,Rich
185001,Rural,Plain,Richest
185002,Rural,Plain,Poor
185003,Rural,Plain,Middle
185004,Rural,Plain,Richest
185005,Rural,Plain,Richest
185006,Rural,Plain,Middle
185007,Rural,Plain,Rich
185008,Rural,Plain,Rich
185009,Rural,Plain,Richest
185010,Rural,Plain,Rich
185011,Rural,Plain,Middle
185012,Rural,Plain,Middle
185013,Rural,Plain,Richest
185014,Rural,Plain,Richest
185015,Rural,Plain,Richest
185016,Rural,Plain,Richest
185017,Rural,Plain,Richest
185018,Rural,Plain,Richest
185019,Rural,Plain,Richest
185020,Rural,Plain,Richest
185021,Rural,Plain,Rich
185022,Rural,Plain,Middle
185023,Rural,Plain,Rich
185024,Rural,Plain,Rich
185025,Rural,Plain,Richest
185026,Rural,Plain,Richest
185027,Rural,Plain,Middle
185028,Rural,Plain,Richest
186001,Urban,Plain,Richest
186002,Urban,Plain,Richest
186003,Urban,Plain,Richest
186004,Urban,Plain,Middle
186005,Urban,Plain,Poor
186006,Urban,Plain,Rich
186007,Urban,Plain,Richest
186008,Urban,Plain,Richest
186009,Urban,Plain,Richest
186010,Urban,Plain,Richest
186011,Urban,Plain,Richest
186012,Urban,Plain,Richest
186013,Urban,Plain,Richest
186014,Urban,Plain,Rich
186015,Urban,Plain,Rich
186016,Urban,Plain,Richest
186017,Urban,Plain,Rich
186018,Urban,Plain,Rich
186019,Urban,Plain,Richest
186020,Urban,Plain,Middle
186021,Urban,Plain,Middle
186022,Urban,Plain,Richest
186023,Urban,Plain,Rich
186024,Urban,Plain,Rich
187001,Urban,Plain,Richest
187004,Urban,Plain,Richest
187005,Urban,Plain,Richest
187006,Urban,Plain,Richest
187007,Urban,Plain,Richest
187008,Urban,Plain,Richest
187009,Urban,Plain,Richest
187010,Urban,Plain,Richest
187011,Urban,Plain,Richest
187012,Urban,Plain,Richest
187013,Urban,Plain,Rich
187014,Urban,Plain,Richest
187015,Urban,Plain,Richest
187016,Urban,Plain,Richest
187017,Urban,Plain,Richest
187018,Urban,Plain,Richest
187019,Urban,Plain,Richest
187020,Urban,Plain,Richest
187021,Urban,Plain,Richest
187022,Urban,Plain,Richest
187023,Urban,Plain,Richest
187024,Urban,Plain,Richest
188001,Urban,Plain,Richest
188002,Urban,Plain,Richest
188003,Urban,Plain,Richest
188004,Urban,Plain,Richest
188005,Urban,Plain,Richest
188006,Urban,Plain,Middle
188007,Urban,Plain,Richest
188008,Urban,Plain,Richest
188009,Urban,Plain,Richest
188010,Urban,Plain,Richest
188011,Urban,Plain,Richest
188012,Urban,Plain,Richest
188013,Urban,Plain,Richest
188014,Urban,Plain,Richest
188015,Urban,Plain,Richest
188016,Urban,Plain,Richest
188017,Urban,Plain,Richest
188018,Urban,Plain,Richest
188019,Urban,Plain,Richest
188020,Urban,Plain,Richest
188021,Urban,Plain,Richest
188022,Urban,Plain,Richest
188023,Urban,Plain,Richest
188024,Urban,Plain,Rich
189001,Urban,Plain,Richest
189002,Urban,Plain,Richest
189003,Urban,Plain,Richest
189004,Urban,Plain,Richest
189005,Urban,Plain,Richest
189006,Urban,Plain,Richest
189007,Urban,Plain,Richest
189008,Urban,Plain,Richest
189009,Urban,Plain,Richest
189010,Urban,Plain,Richest
189011,Urban,Plain,Richest
189012,Urban,Plain,Richest
189013,Urban,Plain,Richest
189014,Urban,Plain,Richest
189015,Urban,Plain,Richest
189017,Urban,Plain,Richest
189018,Urban,Plain,Richest
189019,Urban,Plain,Richest
189020,Urban,Plain,Richest
189021,Urban,Plain,Richest
189022,Urban,Plain,Richest
189023,Urban,Plain,Rich
189024,Urban,Plain,Richest
190001,Urban,Plain,Richest
190002,Urban,Plain,Richest
190003,Urban,Plain,Richest
190004,Urban,Plain,Richest
190005,Urban,Plain,Richest
190006,Urban,Plain,Richest
190007,Urban,Plain,Richest
190008,Urban,Plain,Richest
190009,Urban,Plain,Richest
190010,Urban,Plain,Richest
190011,Urban,Plain,Richest
190012,Urban,Plain,Richest
190013,Urban,Plain,Richest
190014,Urban,Plain,Richest
190015,Urban,Plain,Richest
190016,Urban,Plain,Richest
190017,Urban,Plain,Richest
190018,Urban,Plain,Richest
190019,Urban,Plain,Richest
190020,Urban,Plain,Richest
190021,Urban,Plain,Richest
190022,Urban,Plain,Richest
190023,Urban,Plain,Richest
190024,Urban,Plain,Richest
191001,Urban,Plain,Richest
191002,Urban,Plain,Richest
191003,Urban,Plain,Richest
191004,Urban,Plain,Rich
191005,Urban,Plain,Richest
191006,Urban,Plain,Richest
191007,Urban,Plain,Richest
191008,Urban,Plain,Richest
191009,Urban,Plain,Richest
191010,Urban,Plain,Richest
191011,Urban,Plain,Richest
191012,Urban,Plain,Richest
191013,Urban,Plain,Rich
191014,Urban,Plain,Richest
191015,Urban,Plain,Richest
191016,Urban,Plain,Richest
191017,Urban,Plain,Rich
191018,Urban,Plain,Rich
191019,Urban,Plain,Richest
191020,Urban,Plain,Richest
191021,Urban,Plain,Richest
191022,Urban,Plain,Richest
191023,Urban,Plain,Richest
191024,Urban,Plain,Richest
192001,Urban,Plateau,Poorest
192002,Urban,Plateau,Poorest
192003,Urban,Plateau,Poorest
192004,Urban,Plateau,Middle
192005,Urban,Plateau,Poorest
192006,Urban,Plateau,Middle
192007,Urban,Plateau,Poorest
192008,Urban,Plateau,Poorest
192009,Urban,Plateau,Poorest
192010,Urban,Plateau,Poorest
192011,Urban,Plateau,Poorest
192012,Urban,Plateau,Rich
192014,Urban,Plateau,Poor
192015,Urban,Plateau,Poorest
192016,Urban,Plateau,Poorest
192017,Urban,Plateau,Poor
192018,Urban,Plateau,Middle
192019,Urban,Plateau,Middle
192020,Urban,Plateau,Poorest
192021,Urban,Plateau,Middle
192022,Urban,Plateau,Poorest
192023,Urban,Plateau,Poorest
192024,Urban,Plateau,Poorest
193001,Rural,Plateau,Poor
193002,Rural,Plateau,Poorest
193003,Rural,Plateau,Poor
193004,Rural,Plateau,Poor
193005,Rural,Plateau,Poor
193006,Rural,Plateau,Poor
193007,Rural,Plateau,Poor
193008,Rural,Plateau,Middle
193009,Rural,Plateau,Poorest
193010,Rural,Plateau,Poorest
193011,Rural,Plateau,Poorest
193012,Rural,Plateau,Middle
193013,Rural,Plateau,Poorest
193014,Rural,Plateau,Poorest
193015,Rural,Plateau,Poorest
193016,Rural,Plateau,Poor
193017,Rural,Plateau,Poor
193018,Rural,Plateau,Poorest
193019,Rural,Plateau,Poorest
193020,Rural,Plateau,Middle
193021,Rural,Plateau,Poor
193022,Rural,Plateau,Poor
193023,Rural,Plateau,Middle
193024,Rural,Plateau,Poorest
193025,Rural,Plateau,Poor
193026,Rural,Plateau,Poor
193027,Rural,Plateau,Poorest
193028,Rural,Plateau,Poorest
194002,Rural,Plateau,Poor
194003,Rural,Plateau,Poorest
194004,Rural,Plateau,Poorest
194005,Rural,Plateau,Poor
194006,Rural,Plateau,Poorest
194007,Rural,Plateau,Poorest
194008,Rural,Plateau,Poor
194009,Rural,Plateau,Poorest
194010,Rural,Plateau,Poorest
194011,Rural,Plateau,Poorest
194012,Rural,Plateau,Poor
194013,Rural,Plateau,Poorest
194014,Rural,Plateau,Poorest
194015,Rural,Plateau,Rich
194016,Rural,Plateau,Poorest
194017,Rural,Plateau,Poorest
194018,Rural,Plateau,Poorest
194019,Rural,Plateau,Middle
194020,Rural,Plateau,Poorest
194021,Rural,Plateau,Poorest
194022,Rural,Plateau,Middle
194023,Rural,Plateau,Poorest
194024,Rural,Plateau,Poorest
194025,Rural,Plateau,Poor
194026,Rural,Plateau,Poor
195001,Rural,Plateau,Rich
195002,Rural,Plateau,Richest
195003,Rural,Plateau,Poorest
195004,Rural,Plateau,Poor
195005,Rural,Plateau,Poor
195006,Rural,Plateau,Poor
195007,Rural,Plateau,Middle
195008,Rural,Plateau,Rich
195009,Rural,Plateau,Poor
195010,Rural,Plateau,Rich
195011,Rural,Plateau,Poor
195012,Rural,Plateau,Poorest
195013,Rural,Plateau,Rich
195014,Rural,Plateau,Rich
195015,Rural,Plateau,Middle
195016,Rural,Plateau,Middle
195017,Rural,Plateau,Rich
195018,Rural,Plateau,Poorest
195019,Rural,Plateau,Richest
195020,Rural,Plateau,Rich
195021,Rural,Plateau,Poor
195022,Rural,Plateau,Rich
195023,Rural,Plateau,Poorest
195024,Rural,Plateau,Middle
195025,Rural,Plateau,Rich
195026,Rural,Plateau,Rich
195027,Rural,Plateau,Middle
195028,Rural,Plateau,Middle
196001,Rural,Plateau,Middle
196002,Rural,Plateau,Poor
196003,Rural,Plateau,Middle
196004,Rural,Plateau,Rich
196005,Rural,Plateau,Middle
196006,Rural,Plateau,Middle
196007,Rural,Plateau,Middle
196008,Rural,Plateau,Rich
196009,Rural,Plateau,Rich
196010,Rural,Plateau,Rich
196011,Rural,Plateau,Rich
196012,Rural,Plateau,Rich
196013,Rural,Plateau,Rich
196014,Rural,Plateau,Rich
196015,Rural,Plateau,Middle
196016,Rural,Plateau,Rich
196017,Rural,Plateau,Middle
196018,Rural,Plateau,Poor
196019,Rural,Plateau,Rich
196020,Rural,Plateau,Rich
196021,Rural,Plateau,Poor
196022,Rural,Plateau,Rich
196023,Rural,Plateau,Rich
196024,Rural,Plateau,Rich
196025,Rural,Plateau,Poor
196026,Rural,Plateau,Richest
196027,Rural,Plateau,Rich
196028,Rural,Plateau,Rich
197001,Urban,Plateau,Richest
197002,Urban,Plateau,Rich
197003,Urban,Plateau,Richest
197004,Urban,Plateau,Rich
197005,Urban,Plateau,Richest
197006,Urban,Plateau,Richest
197007,Urban,Plateau,Richest
197008,Urban,Plateau,Rich
197009,Urban,Plateau,Richest
197010,Urban,Plateau,Rich
197011,Urban,Plateau,Rich
197012,Urban,Plateau,Rich
197013,Urban,Plateau,Richest
197014,Urban,Plateau,Richest
197015,Urban,Plateau,Richest
197016,Urban,Plateau,Richest
197017,Urban,Plateau,Richest
197018,Urban,Plateau,Rich
197019,Urban,Plateau,Richest
197020,Urban,Plateau,Rich
197021,Urban,Plateau,Richest
197022,Urban,Plateau,Richest
197023,Urban,Plateau,Richest
197024,Urban,Plateau,Richest
198001,Urban,Plateau,Richest
198002,Urban,Plateau,Rich
198003,Urban,Plateau,Middle
198004,Urban,Plateau,Richest
198005,Urban,Plateau,Richest
198006,Urban,Plateau,Richest
198007,Urban,Plateau,Richest
198008,Urban,Plateau,Richest
198009,Urban,Plateau,Richest
198010,Urban,Plateau,Richest
198011,Urban,Plateau,Richest
198012,Urban,Plateau,Richest
198013,Urban,Plateau,Richest
198014,Urban,Plateau,Middle
198015,Urban,Plateau,Rich
198016,Urban,Plateau,Richest
198017,Urban,Plateau,Richest
198018,Urban,Plateau,Richest
198019,Urban,Plateau,Poorest
198020,Urban,Plateau,Middle
198021,Urban,Plateau,Rich
198022,Urban,Plateau,Poorest
198023,Urban,Plateau,Rich
198024,Urban,Plateau,Middle
199001,Urban,Plateau,Richest
199002,Urban,Plateau,Richest
199003,Urban,Plateau,Rich
199004,Urban,Plateau,Richest
199005,Urban,Plateau,Rich
199006,Urban,Plateau,Rich
199007,Urban,Plateau,Middle
199008,Urban,Plateau,Rich
199009,Urban,Plateau,Richest
199010,Urban,Plateau,Richest
199011,Urban,Plateau,Richest
199012,Urban,Plateau,Richest
199013,Urban,Plateau,Richest
199015,Urban,Plateau,Richest
199016,Urban,Plateau,Richest
199017,Urban,Plateau,Richest
199018,Urban,Plateau,Richest
199019,Urban,Plateau,Richest
199020,Urban,Plateau,Richest
199021,Urban,Plateau,Richest
199022,Urban,Plateau,Richest
199023,Urban,Plateau,Richest
199024,Urban,Plateau,Richest
200001,Urban,Plateau,Rich
200002,Urban,Plateau,Middle
200004,Urban,Plateau,Middle
200005,Urban,Plateau,Rich
200006,Urban,Plateau,Poor
200007,Urban,Plateau,Poorest
200008,Urban,Plateau,Poor
200009,Urban,Plateau,Poor
200010,Urban,Plateau,Poorest
200011,Urban,Plateau,Rich
200012,Urban,Plateau,Poor
200013,Urban,Plateau,Middle
200014,Urban,Plateau,Middle
200015,Urban,Plateau,Poorest
200016,Urban,Plateau,Poor
200017,Urban,Plateau,Middle
200018,Urban,Plateau,Richest
200020,Urban,Plateau,Middle
200021,Urban,Plateau,Middle
200022,Urban,Plateau,Poorest
200023,Urban,Plateau,Poorest
200024,Urban,Plateau,Poorest
201001,Urban,Plateau,Richest
201002,Urban,Plateau,Richest
201003,Urban,Plateau,Richest
201004,Urban,Plateau,Richest
201005,Urban,Plateau,Middle
201006,Urban,Plateau,Rich
201007,Urban,Plateau,Rich
201008,Urban,Plateau,Poorest
201009,Urban,Plateau,Middle
201010,Urban,Plateau,Rich
201011,Urban,Plateau,Middle
201012,Urban,Plateau,Rich
201013,Urban,Plateau,Rich
201014,Urban,Plateau,Rich
201015,Urban,Plateau,Rich
201016,Urban,Plateau,Rich
201017,Urban,Plateau,Richest
201018,Urban,Plateau,Richest
201019,Urban,Plateau,Rich
201020,Urban,Plateau,Rich
201021,Urban,Plateau,Rich
201022,Urban,Plateau,Richest
201023,Urban,Plateau,Rich
201024,Urban,Plateau,Richest
202001,Urban,Plateau,Richest
202002,Urban,Plateau,Richest
202003,Urban,Plateau,Richest
202004,Urban,Plateau,Richest
202005,Urban,Plateau,Richest
202006,Urban,Plateau,Richest
202007,Urban,Plateau,Rich
202008,Urban,Plateau,Richest
202009,Urban,Plateau,Poorest
202010,Urban,Plateau,Richest
202011,Urban,Plateau,Rich
202012,Urban,Plateau,Rich
202013,Urban,Plateau,Rich
202014,Urban,Plateau,Rich
202015,Urban,Plateau,Richest
202016,Urban,Plateau,Rich
202017,Urban,Plateau,Richest
202018,Urban,Plateau,Rich
202019,Urban,Plateau,Middle
202020,Urban,Plateau,Rich
202021,Urban,Plateau,Rich
202022,Urban,Plateau,Middle
202023,Urban,Plateau,Richest
202024,Urban,Plateau,Richest
203001,Urban,Plateau,Richest
203002,Urban,Plateau,Richest
203003,Urban,Plateau,Rich
203004,Urban,Plateau,Richest
203005,Urban,Plateau,Richest
203006,Urban,Plateau,Richest
203007,Urban,Plateau,Richest
203008,Urban,Plateau,Richest
203009,Urban,Plateau,Richest
203010,Urban,Plateau,Rich
203011,Urban,Plateau,Richest
203012,Urban,Plateau,Richest
203013,Urban,Plateau,Richest
203014,Urban,Plateau,Richest
203015,Urban,Plateau,Rich
203016,Urban,Plateau,Poor
203017,Urban,Plateau,Richest
203018,Urban,Plateau,Richest
203019,Urban,Plateau,Richest
203020,Urban,Plateau,Richest
203021,Urban,Plateau,Richest
203022,Urban,Plateau,Rich
203023,Urban,Plateau,Rich
203024,Urban,Plateau,Rich
204001,Urban,Plateau,Rich
204002,Urban,Plateau,Rich
204003,Urban,Plateau,Rich
204004,Urban,Plateau,Richest
204005,Urban,Plateau,Middle
204006,Urban,Plateau,Richest
204007,Urban,Plateau,Richest
204008,Urban,Plateau,Rich
204009,Urban,Plateau,Richest
204010,Urban,Plateau,Rich
204011,Urban,Plateau,Richest
204012,Urban,Plateau,Richest
204013,Urban,Plateau,Richest
204014,Urban,Plateau,Rich
204015,Urban,Plateau,Richest
204016,Urban,Plateau,Poorest
204017,Urban,Plateau,Poor
204018,Urban,Plateau,Poor
204019,Urban,Plateau,Poorest
204020,Urban,Plateau,Rich
204021,Urban,Plateau,Poorest
204022,Urban,Plateau,Poorest
204023,Urban,Plateau,Poorest
204024,Urban,Plateau,Poor
205001,Rural,Plateau,Richest
205002,Rural,Plateau,Rich
205003,Rural,Plateau,Rich
205004,Rural,Plateau,Richest
205005,Rural,Plateau,Richest
205006,Rural,Plateau,Rich
205007,Rural,Plateau,Richest
205008,Rural,Plateau,Rich
205009,Rural,Plateau,Richest
205010,Rural,Plateau,Rich
205011,Rural,Plateau,Rich
205012,Rural,Plateau,Rich
205013,Rural,Plateau,Rich
205014,Rural,Plateau,Rich
205015,Rural,Plateau,Middle
205016,Rural,Plateau,Rich
205017,Rural,Plateau,Rich
205018,Rural,Plateau,Rich
205019,Rural,Plateau,Rich
205021,Rural,Plateau,Rich
205022,Rural,Plateau,Poor
205023,Rural,Plateau,Rich
205024,Rural,Plateau,Rich
205025,Rural,Plateau,Richest
205026,Rural,Plateau,Rich
205027,Rural,Plateau,Poorest
205028,Rural,Plateau,Middle
206001,Rural,Plateau,Rich
206002,Rural,Plateau,Poor
206003,Rural,Plateau,Middle
206004,Rural,Plateau,Poorest
206005,Rural,Plateau,Poor
206006,Rural,Plateau,Rich
206007,Rural,Plateau,Middle
206008,Rural,Plateau,Poor
206009,Rural,Plateau,Rich
206010,Rural,Plateau,Rich
206011,Rural,Plateau,Rich
206012,Rural,Plateau,Middle
206013,Rural,Plateau,Poor
206014,Rural,Plateau,Middle
206015,Rural,Plateau,Poor
206016,Rural,Plateau,Poor
206017,Rural,Plateau,Middle
206018,Rural,Plateau,Poorest
206019,Rural,Plateau,Poor
206020,Rural,Plateau,Richest
206021,Rural,Plateau,Middle
206022,Rural,Plateau,Poor
206023,Rural,Plateau,Poor
206024,Rural,Plateau,Rich
206025,Rural,Plateau,Poor
206026,Rural,Plateau,Poor
206027,Rural,Plateau,Poorest
206028,Rural,Plateau,Poorest
207001,Rural,Plateau,Poor
207002,Rural,Plateau,Poorest
207003,Rural,Plateau,Poorest
207004,Rural,Plateau,Poor
207005,Rural,Plateau,Middle
207006,Rural,Plateau,Middle
207007,Rural,Plateau,Poorest
207009,Rural,Plateau,Middle
207010,Rural,Plateau,Poorest
207011,Rural,Plateau,Rich
207012,Rural,Plateau,Poorest
207013,Rural,Plateau,Middle
207014,Rural,Plateau,Poorest
207015,Rural,Plateau,Middle
207016,Rural,Plateau,Middle
207017,Rural,Plateau,Poor
207018,Rural,Plateau,Poorest
207019,Rural,Plateau,Middle
207020,Rural,Plateau,Poorest
207021,Rural,Plateau,Poor
207022,Rural,Plateau,Middle
207023,Rural,Plateau,Poor
207024,Rural,Plateau,Poor
207025,Rural,Plateau,Poorest
207026,Rural,Plateau,Poor
207027,Rural,Plateau,Richest
207028,Rural,Plateau,Poor
208001,Rural,Plateau,Poorest
208002,Rural,Plateau,Poorest
208003,Rural,Plateau,Poorest
208004,Rural,Plateau,Poor
208005,Rural,Plateau,Poorest
208006,Rural,Plateau,Rich
208007,Rural,Plateau,Rich
208008,Rural,Plateau,Poor
208009,Rural,Plateau,Rich
208010,Rural,Plateau,Poor
208011,Rural,Plateau,Middle
208012,Rural,Plateau,Richest
208013,Rural,Plateau,Rich
208014,Rural,Plateau,Poor
208015,Rural,Plateau,Rich
208016,Rural,Plateau,Rich
208017,Rural,Plateau,Rich
208018,Rural,Plateau,Poor
208019,Rural,Plateau,Poorest
208020,Rural,Plateau,Poorest
208021,Rural,Plateau,Poorest
208022,Rural,Plateau,Middle
208023,Rural,Plateau,Middle
208024,Rural,Plateau,Middle
208025,Rural,Plateau,Middle
208026,Rural,Plateau,Middle
208027,Rural,Plateau,Rich
208028,Rural,Plateau,Poorest
209001,Rural,Plateau,Middle
209002,Rural,Plateau,Poorest
209003,Rural,Plateau,Poor
209004,Rural,Plateau,Poorest
209005,Rural,Plateau,Poor
209006,Rural,Plateau,Poorest
209007,Rural,Plateau,Poor
209008,Rural,Plateau,Poor
209009,Rural,Plateau,Middle
209011,Rural,Plateau,Rich
209012,Rural,Plateau,Poorest
209013,Rural,Plateau,Poor
209014,Rural,Plateau,Poor
209015,Rural,Plateau,Middle
209016,Rural,Plateau,Poorest
209017,Rural,Plateau,Rich
209018,Rural,Plateau,Poor
209019,Rural,Plateau,Poor
209020,Rural,Plateau,Poor
209021,Rural,Plateau,Poor
209022,Rural,Plateau,Poorest
209023,Rural,Plateau,Poorest
209024,Rural,Plateau,Middle
209025,Rural,Plateau,Poorest
209026,Rural,Plateau,Poorest
209027,Rural,Plateau,Poorest
209028,Rural,Plateau,Poor
210001,Rural,Plateau,Poorest
210002,Rural,Plateau,Poorest
210003,Rural,Plateau,Poorest
210004,Rural,Plateau,Poorest
210005,Rural,Plateau,Poorest
210007,Rural,Plateau,Middle
210008,Rural,Plateau,Poorest
210009,Rural,Plateau,Poor
210010,Rural,Plateau,Poorest
210011,Rural,Plateau,Poorest
210012,Rural,Plateau,Poorest
210013,Rural,Plateau,Poorest
210014,Rural,Plateau,Poorest
210015,Rural,Plateau,Poorest
210016,Rural,Plateau,Poorest
210017,Rural,Plateau,Poorest
210018,Rural,Plateau,Poorest
210019,Rural,Plateau,Poor
210020,Rural,Plateau,Poorest
210021,Rural,Plateau,Poorest
210022,Rural,Plateau,Poorest
210023,Rural,Plateau,Poorest
210024,Rural,Plateau,Poor
210025,Rural,Plateau,Poorest
210026,Rural,Plateau,Poorest
210027,Rural,Plateau,Poorest
211001,Rural,Plateau,Poorest
211002,Rural,Plateau,Poor
211003,Rural,Plateau,Poor
211004,Rural,Plateau,Rich
211005,Rural,Plateau,Poor
211006,Rural,Plateau,Poor
211007,Rural,Plateau,Poor
211008,Rural,Plateau,Poor
211009,Rural,Plateau,Poorest
211010,Rural,Plateau,Poor
211011,Rural,Plateau,Poor
211012,Rural,Plateau,Poorest
211013,Rural,Plateau,Poor
211014,Rural,Plateau,Poor
211015,Rural,Plateau,Poorest
211016,Rural,Plateau,Poor
211017,Rural,Plateau,Poor
211018,Rural,Plateau,Poorest
211019,Rural,Plateau,Poor
211020,Rural,Plateau,Rich
211021,Rural,Plateau,Rich
211022,Rural,Plateau,Poor
211023,Rural,Plateau,Poor
211024,Rural,Plateau,Poorest
211025,Rural,Plateau,Poorest
211026,Rural,Plateau,Middle
211027,Rural,Plateau,Middle
211028,Rural,Plateau,Rich
212001,Rural,Plateau,Poorest
212002,Rural,Plateau,Poorest
212003,Rural,Plateau,Poorest
212004,Rural,Plateau,Poorest
212005,Rural,Plateau,Poorest
212006,Rural,Plateau,Poorest
212007,Rural,Plateau,Poorest
212008,Rural,Plateau,Poorest
212009,Rural,Plateau,Poorest
212010,Rural,Plateau,Poorest
212011,Rural,Plateau,Middle
212012,Rural,Plateau,Poor
212013,Rural,Plateau,Poorest
212014,Rural,Plateau,Poorest
212015,Rural,Plateau,Poor
212016,Rural,Plateau,Poorest
212017,Rural,Plateau,Poorest
212018,Rural,Plateau,Poorest
212019,Rural,Plateau,Poor
212020,Rural,Plateau,Middle
212021,Rural,Plateau,Poorest
212022,Rural,Plateau,Poorest
212023,Rural,Plateau,Poorest
212024,Rural,Plateau,Middle
212025,Rural,Plateau,Poorest
212026,Rural,Plateau,Poorest
212027,Rural,Plateau,Poorest
212028,Rural,Plateau,Poorest
213001,Rural,Plateau,Poorest
213002,Rural,Plateau,Rich
213003,Rural,Plateau,Middle
213004,Rural,Plateau,Poorest
213005,Rural,Plateau,Poorest
213006,Rural,Plateau,Poor
213007,Rural,Plateau,Middle
213008,Rural,Plateau,Poor
213009,Rural,Plateau,Poor
213010,Rural,Plateau,Poorest
213011,Rural,Plateau,Rich
213012,Rural,Plateau,Middle
213013,Rural,Plateau,Poorest
213014,Rural,Plateau,Poor
213015,Rural,Plateau,Rich
213016,Rural,Plateau,Poorest
213017,Rural,Plateau,Middle
213018,Rural,Plateau,Poor
213019,Rural,Plateau,Rich
213021,Rural,Plateau,Poor
213022,Rural,Plateau,Poorest
213023,Rural,Plateau,Poorest
213024,Rural,Plateau,Poor
213025,Rural,Plateau,Poor
213026,Rural,Plateau,Poorest
213027,Rural,Plateau,Middle
213028,Rural,Plateau,Poor
214001,Rural,Plateau,Poor
214002,Rural,Plateau,Poorest
214003,Rural,Plateau,Poorest
214004,Rural,Plateau,Poor
214005,Rural,Plateau,Rich
214007,Rural,Plateau,Poorest
214008,Rural,Plateau,Middle
214009,Rural,Plateau,Poorest
214010,Rural,Plateau,Poorest
214011,Rural,Plateau,Poorest
214012,Rural,Plateau,Middle
214013,Rural,Plateau,Poor
214014,Rural,Plateau,Poor
214015,Rural,Plateau,Middle
214016,Rural,Plateau,Middle
