HHID,residence,region,wealth_q
007009,Rural,Great Lake,Rich
007010,Rural,Great Lake,Middle
007011,Rural,Great Lake,Richest
007012,Rural,Great Lake,Rich
007013,Rural,Great Lake,Rich
007014,Rural,Great Lake,Richest
007015,Rural,Great Lake,Rich
007016,Rural,Great Lake,Rich
007017,Rural,Great Lake,Middle
007018,Rural,Great Lake,Poorest
007019,Rural,Great Lake,Rich
007020,Rural,Great Lake,Rich
007021,Rural,Great Lake,Rich
007022,Rural,Great Lake,Middle
007023,Rural,Great Lake,Rich
007024,Rural,Great Lake,Rich
007025,Rural,Great Lake,Rich
007026,Rural,Great Lake,Rich
007027,Rural,Great Lake,Richest
007028,Rural,Great Lake,Rich
008001,Rural,Great Lake,Poor
008002,Rural,Great Lake,Middle
008003,Rural,Great Lake,Rich
008004,Rural,Great Lake,Middle
008005,Rural,Great Lake,Poorest
008006,Rural,Great Lake,Poorest
008007,Rural,Great Lake,Middle
008008,Rural,Great Lake,Middle
008009,Rural,Great Lake,Middle
008010,Rural,Great Lake,Middle
008011,Rural,Great Lake,Rich
008012,Rural,Great Lake,Poor
008013,Rural,Great Lake,Rich
008014,Rural,Great Lake,Middle
008015,Rural,Great Lake,Poor
008016,Rural,Great Lake,Poor
008017,Rural,Great Lake,Poor
008018,Rural,Great Lake,Rich
008019,Rural,Great Lake,Middle
008020,Rural,Great Lake,Rich
008021,Rural,Great Lake,Middle
008022,Rural,Great Lake,Poor
008023,Rural,Great Lake,Poor
008024,Rural,Great Lake,Middle
008025,Rural,Great Lake,Rich
008026,Rural,Great Lake,Middle
008027,Rural,Great Lake,Middle
008028,Rural,Great Lake,Middle
009001,Rural,Great Lake,Rich
009002,Rural,Great Lake,Richest
009003,Rural,Great Lake,Poor
009005,Rural,Great Lake,Middle
009006,Rural,Great Lake,Middle
009007,Rural,Great Lake,Middle
009008,Rural,Great Lake,Middle
009009,Rural,Great Lake,Middle
009010,Rural,Great Lake,Middle
009011,Rural,Great Lake,Poor
009012,Rural,Great Lake,Middle
009013,Rural,Great Lake,Rich
009014,Rural,Great Lake,Rich
009016,Rural,Great Lake,Poor
009017,Rural,Great Lake,Middle
009018,Rural,Great Lake,Rich
009019,Rural,Great Lake,Middle
009020,Rural,Great Lake,Rich
009021,Rural,Great Lake,Middle
009022,Rural,Great Lake,Middle
009023,Rural,Great Lake,Rich
009024,Rural,Great Lake,Middle
009025,Rural,Great Lake,Middle
009026,Rural,Great Lake,Richest
009027,Rural,Great Lake,Rich
009028,Rural,Great Lake,Rich
010001,Rural,Great Lake,Poor
010005,Rural,Great Lake,Poorest
010006,Rural,Great Lake,Middle
010007,Rural,Great Lake,Poor
010008,Rural,Great Lake,Poor
010009,Rural,Great Lake,Poorest
010010,Rural,Great Lake,Poor
010011,Rural,Great Lake,Poor
010012,Rural,Great Lake,Middle
010013,Rural,Great Lake,Middle
010014,Rural,Great Lake,Poorest
010015,Rural,Great Lake,Poor
010016,Rural,Great Lake,Poor
010018,Rural,Great Lake,Middle
010019,Rural,Great Lake,Poorest
010020,Rural,Great Lake,Poor
010021,Rural,Great Lake,Poorest
010022,Rural,Great Lake,Middle
010023,Rural,Great Lake,Poor
010024,Rural,Great Lake,Middle
010025,Rural,Great Lake,Poor
010026,Rural,Great Lake,Poor
010028,Rural,Great Lake,Poorest
011001,Rural,Great Lake,Middle
011002,Rural,Great Lake,Rich
011003,Rural,Great Lake,Richest
011004,Rural,Great Lake,Poor
011005,Rural,Great Lake,Richest
011006,Rural,Great Lake,Middle
011007,Rural,Great Lake,Poor
011008,Rural,Great Lake,Rich
011009,Rural,Great Lake,Rich
011011,Rural,Great Lake,Rich
011012,Rural,Great Lake,Middle
011013,Rural,Great Lake,Middle
011014,Rural,Great Lake,Rich
011015,Rural,Great Lake,Middle
011016,Rural,Great Lake,Rich
011017,Rural,Great Lake,Rich
011018,Rural,Great Lake,Rich
011019,Rural,Great Lake,Rich
011020,Rural,Great Lake,Middle
011022,Rural,Great Lake,Rich
011023,Rural,Great Lake,Rich
011024,Rural,Great Lake,Middle
011025,Rural,Great Lake,Rich
011026,Rural,Great Lake,Rich
011027,Rural,Great Lake,Rich
011028,Rural,Great Lake,Middle
012001,Rural,Great Lake,Poorest
012003,Rural,Great Lake,Poor
012004,Rural,Great Lake,Poorest
012006,Rural,Great Lake,Poor
012007,Rural,Great Lake,Middle
012008,Rural,Great Lake,Middle
012009,Rural,Great Lake,Middle
012011,Rural,Great Lake,Poor
012012,Rural,Great Lake,Rich
012013,Rural,Great Lake,Middle
012014,Rural,Great Lake,Middle
012015,Rural,Great Lake,Poor
012016,Rural,Great Lake,Middle
012017,Rural,Great Lake,Poor
012018,Rural,Great Lake,Poor
012019,Rural,Great Lake,Rich
012020,Rural,Great Lake,Poor
012021,Rural,Great Lake,Poor
012022,Rural,Great Lake,Poor
012023,Rural,Great Lake,Middle
012024,Rural,Great Lake,Middle
012025,Rural,Great Lake,Poor
012026,Rural,Great Lake,Poorest
012027,Rural,Great Lake,Poorest
012028,Rural,Great Lake,Rich
013001,Rural,Great Lake,Poorest
013002,Rural,Great Lake,Richest
013003,Rural,Great Lake,Middle
013004,Rural,Great Lake,Richest
013005,Rural,Great Lake,Poor
013006,Rural,Great Lake,Middle
013007,Rural,Great Lake,Poorest
013008,Rural,Great Lake,Middle
013009,Rural,Great Lake,Rich
013010,Rural,Great Lake,Poor
013011,Rural,Great Lake,Rich
013012,Rural,Great Lake,Poorest
013013,Rural,Great Lake,Poorest
013015,Rural,Great Lake,Poorest
013016,Rural,Great Lake,Poor
013017,Rural,Great Lake,Poor
013018,Rural,Great Lake,Middle
013019,Rural,Great Lake,Poorest
013020,Rural,Great Lake,Middle
013022,Rural,Great Lake,Rich
013023,Rural,Great Lake,Rich
013024,Rural,Great Lake,Rich
013025,Rural,Great Lake,Middle
013026,Rural,Great Lake,Middle
013027,Rural,Great Lake,Poor
013028,Rural,Great Lake,Poorest
014001,Rural,Great Lake,Richest
014002,Rural,Great Lake,Rich
014003,Rural,Great Lake,Rich
014004,Rural,Great Lake,Rich
014006,Rural,Great Lake,Richest
014007,Rural,Great Lake,Middle
014008,Rural,Great Lake,Rich
014009,Rural,Great Lake,Richest
014010,Rural,Great Lake,Poor
014011,Rural,Great Lake,Rich
014012,Rural,Great Lake,Rich
014013,Rural,Great Lake,Richest
014014,Rural,Great Lake,Richest
014015,Rural,Great Lake,Richest
014016,Rural,Great Lake,Richest
014018,Rural,Great Lake,Poor
014020,Rural,Great Lake,Poor
014022,Rural,Great Lake,Rich
014024,Rural,Great Lake,Rich
014025,Rural,Great Lake,Middle
014026,Rural,Great Lake,Poorest
014028,Rural,Great Lake,Poor
015001,Urban,Great Lake,Richest
015002,Urban,Great Lake,Richest
015003,Urban,Great Lake,Richest
015004,Urban,Great Lake,Richest
015005,Urban,Great Lake,Richest
015006,Urban,Great Lake,Richest
015007,Urban,Great Lake,Richest
015008,Urban,Great Lake,Richest
015009,Urban,Great Lake,Richest
015010,Urban,Great Lake,Richest
015011,Urban,Great Lake,Richest
015012,Urban,Great Lake,Richest
015013,Urban,Great Lake,Richest
015014,Urban,Great Lake,Richest
015015,Urban,Great Lake,Richest
015016,Urban,Great Lake,Richest
015017,Urban,Great Lake,Richest
015018,Urban,Great Lake,Richest
015019,Urban,Great Lake,Richest
015020,Urban,Great Lake,Richest
015021,Urban,Great Lake,Richest
015022,Urban,Great Lake,Richest
015023,Urban,Great Lake,Richest
015024,Urban,Great Lake,Richest
016001,Urban,Great Lake,Rich
016002,Urban,Great Lake,Richest
016003,Urban,Great Lake,Poor
016004,Urban,Great Lake,Middle
016005,Urban,Great Lake,Middle
016006,Urban,Great Lake,Rich
016007,Urban,Great Lake,Rich
016008,Urban,Great Lake,Rich
016009,Urban,Great Lake,Middle
016010,Urban,Great Lake,Richest
016011,Urban,Great Lake,Richest
016012,Urban,Great Lake,Richest
016013,Urban,Great Lake,Rich
016014,Urban,Great Lake,Richest
016015,Urban,Great Lake,Rich
016016,Urban,Great Lake,Richest
016017,Urban,Great Lake,Richest
016018,Urban,Great Lake,Richest
016019,Urban,Great Lake,Richest
016020,Urban,Great Lake,Richest
016021,Urban,Great Lake,Rich
016023,Urban,Great Lake,Middle
016024,Urban,Great Lake,Richest
017001,Urban,Great Lake,Richest
017002,Urban,Great Lake,Richest
017003,Urban,Great Lake,Richest
017004,Urban,Great Lake,Richest
017005,Urban,Great Lake,Richest
017006,Urban,Great Lake,Richest
017007,Urban,Great Lake,Richest
017008,Urban,Great Lake,Richest
017009,Urban,Great Lake,Richest
017010,Urban,Great Lake,Rich
017011,Urban,Great Lake,Richest
017012,Urban,Great Lake,Richest
017013,Urban,Great Lake,Richest
017014,Urban,Great Lake,Richest
017015,Urban,Great Lake,Richest
017016,Urban,Great Lake,Richest
017017,Urban,Great Lake,Richest
017018,Urban,Great Lake,Richest
017019,Urban,Great Lake,Rich
017020,Urban,Great Lake,Richest
017021,Urban,Great Lake,Richest
017022,Urban,Great Lake,Rich
017023,Urban,Great Lake,Rich
017024,Urban,Great Lake,Rich
018001,Rural,Great Lake,Rich
018002,Rural,Great Lake,Rich
018003,Rural,Great Lake,Rich
018004,Rural,Great Lake,Rich
018005,Rural,Great Lake,Poor
018006,Rural,Great Lake,Richest
018007,Rural,Great Lake,Middle
018008,Rural,Great Lake,Rich
018009,Rural,Great Lake,Rich
018010,Rural,Great Lake,Richest
018011,Rural,Great Lake,Rich
018012,Rural,Great Lake,Richest
018013,Rural,Great Lake,Richest
018014,Rural,Great Lake,Richest
018015,Rural,Great Lake,Rich
018016,Rural,Great Lake,Rich
018017,Rural,Great Lake,Rich
018018,Rural,Great Lake,Rich
018019,Rural,Great Lake,Rich
018020,Rural,Great Lake,Rich
018021,Rural,Great Lake,Rich
018022,Rural,Great Lake,Rich
018023,Rural,Great Lake,Rich
018024,Rural,Great Lake,Poor
018026,Rural,Great Lake,Rich
018027,Rural,Great Lake,Rich
018028,Rural,Great Lake,Middle
019001,Urban,Great Lake,Rich
019002,Urban,Great Lake,Rich
019003,Urban,Great Lake,Rich
019004,Urban,Great Lake,Richest
019005,Urban,Great Lake,Richest
019007,Urban,Great Lake,Rich
019008,Urban,Great Lake,Richest
019009,Urban,Great Lake,Richest
019010,Urban,Great Lake,Richest
019011,Urban,Great Lake,Rich
019012,Urban,Great Lake,Richest
019013,Urban,Great Lake,Rich
019014,Urban,Great Lake,Rich
019015,Urban,Great Lake,Rich
019017,Urban,Great Lake,Rich
019019,Urban,Great Lake,Rich
019020,Urban,Great Lake,Richest
019021,Urban,Great Lake,Rich
019022,Urban,Great Lake,Rich
019023,Urban,Great Lake,Rich
019024,Urban,Great Lake,Richest
020001,Rural,Great Lake,Rich
020002,Rural,Great Lake,Richest
020003,Rural,Great Lake,Richest
020004,Rural,Great Lake,Richest
020005,Rural,Great Lake,Rich
020006,Rural,Great Lake,Rich
020007,Rural,Great Lake,Middle
020008,Rural,Great Lake,Poor
020009,Rural,Great Lake,Rich
020010,Rural,Great Lake,Rich
020011,Rural,Great Lake,Rich
020012,Rural,Great Lake,Rich
020013,Rural,Great Lake,Rich
020014,Rural,Great Lake,Rich
020015,Rural,Great Lake,Richest
020016,Rural,Great Lake,Middle
020018,Rural,Great Lake,Richest
020019,Rural,Great Lake,Richest
020020,Rural,Great Lake,Rich
020021,Rural,Great Lake,Rich
020022,Rural,Great Lake,Richest
020023,Rural,Great Lake,Rich
020024,Rural,Great Lake,Rich
020026,Rural,Great Lake,Rich
020027,Rural,Great Lake,Poor
021001,Rural,Great Lake,Poor
021002,Rural,Great Lake,Poor
021003,Rural,Great Lake,Rich
021004,Rural,Great Lake,Rich
021005,Rural,Great Lake,Poorest
021006,Rural,Great Lake,Middle
021007,Rural,Great Lake,Poor
021008,Rural,Great Lake,Middle
021009,Rural,Great Lake,Middle
021010,Rural,Great Lake,Poor
021011,Rural,Great Lake,Middle
021012,Rural,Great Lake,Poor
021013,Rural,Great Lake,Middle
021014,Rural,Great Lake,Rich
021015,Rural,Great Lake,Middle
021016,Rural,Great Lake,Middle
021017,Rural,Great Lake,Rich
021018,Rural,Great Lake,Poorest
021019,Rural,Great Lake,Middle
021020,Rural,Great Lake,Middle
021021,Rural,Great Lake,Rich
021022,Rural,Great Lake,Middle
021023,Rural,Great Lake,Poor
021024,Rural,Great Lake,Middle
021025,Rural,Great Lake,Rich
021026,Rural,Great Lake,Rich
021027,Rural,Great Lake,Middle
021028,Rural,Great Lake,Rich
022001,Rural,Great Lake,Richest
022003,Rural,Great Lake,Rich
022004,Rural,Great Lake,Rich
022005,Rural,Great Lake,Middle
022006,Rural,Great Lake,Rich
022007,Rural,Great Lake,Rich
022008,Rural,Great Lake,Richest
022009,Rural,Great Lake,Rich
022010,Rural,Great Lake,Rich
022011,Rural,Great Lake,Richest
022012,Rural,Great Lake,Richest
022013,Rural,Great Lake,Rich
022015,Rural,Great Lake,Richest
022016,Rural,Great Lake,Rich
022017,Rural,Great Lake,Rich
022018,Rural,Great Lake,Rich
022019,Rural,Great Lake,Richest
022020,Rural,Great Lake,Richest
022021,Rural,Great Lake,Richest
022022,Rural,Great Lake,Rich
022023,Rural,Great Lake,Rich
022024,Rural,Great Lake,Richest
022025,Rural,Great Lake,Richest
022026,Rural,Great Lake,Rich
022027,Rural,Great Lake,Middle
022028,Rural,Great Lake,Poor
023001,Rural,Great Lake,Rich
023002,Rural,Great Lake,Poor
023003,Rural,Great Lake,Poorest
023004,Rural,Great Lake,Poor
023005,Rural,Great Lake,Poor
023006,Rural,Great Lake,Middle
023007,Rural,Great Lake,Middle
023008,Rural,Great Lake,Rich
023009,Rural,Great Lake,Rich
023010,Rural,Great Lake,Middle
023011,Rural,Great Lake,Rich
023012,Rural,Great Lake,Poor
023013,Rural,Great Lake,Rich
023014,Rural,Great Lake,Richest
023015,Rural,Great Lake,Rich
023017,Rural,Great Lake,Poorest
023018,Rural,Great Lake,Rich
023020,Rural,Great Lake,Poor
023021,Rural,Great Lake,Middle
023022,Rural,Great Lake,Poorest
023023,Rural,Great Lake,Rich
023024,Rural,Great Lake,Rich
023025,Rural,Great Lake,Poor
023026,Rural,Great Lake,Rich
023027,Rural,Great Lake,Middle
023028,Rural,Great Lake,Rich
024001,Rural,Great Lake,Poor
024002,Rural,Great Lake,Rich
024003,Rural,Great Lake,Middle
024004,Rural,Great Lake,Poorest
024005,Rural,Great Lake,Rich
024006,Rural,Great Lake,Middle
024007,Rural,Great Lake,Middle
024009,Rural,Great Lake,Middle
024011,Rural,Great Lake,Poor
024012,Rural,Great Lake,Poor
024013,Rural,Great Lake,Poorest
024014,Rural,Great Lake,Poor
024015,Rural,Great Lake,Middle
024016,Rural,Great Lake,Poor
024017,Rural,Great Lake,Rich
024018,Rural,Great Lake,Middle
024019,Rural,Great Lake,Poor
024020,Rural,Great Lake,Middle
024021,Rural,Great Lake,Middle
024022,Rural,Great Lake,Poor
024023,Rural,Great Lake,Rich
024024,Rural,Great Lake,Rich
024025,Rural,Great Lake,Rich
024026,Rural,Great Lake,Middle
024027,Rural,Great Lake,Middle
024028,Rural,Great Lake,Poorest
025001,Rural,Great Lake,Richest
025002,Rural,Great Lake,Rich
025003,Rural,Great Lake,Rich
025004,Rural,Great Lake,Middle
025005,Rural,Great Lake,Poorest
025006,Rural,Great Lake,Middle
025007,Rural,Great Lake,Rich
025008,Rural,Great Lake,Richest
025009,Rural,Great Lake,Rich
025011,Rural,Great Lake,Richest
025012,Rural,Great Lake,Richest
025013,Rural,Great Lake,Poor
025014,Rural,Great Lake,Rich
025015,Rural,Great Lake,Rich
025016,Rural,Great Lake,Poor
025017,Rural,Great Lake,Poorest
025018,Rural,Great Lake,Rich
025019,Rural,Great Lake,Rich
025020,Rural,Great Lake,Poor
025021,Rural,Great Lake,Middle
025022,Rural,Great Lake,Poor
025024,Rural,Great Lake,Middle
025025,Rural,Great Lake,Middle
025026,Rural,Great Lake,Middle
025027,Rural,Great Lake,Middle
025028,Rural,Great Lake,Rich
026001,Rural,Great Lake,Rich
026002,Rural,Great Lake,Richest
026003,Rural,Great Lake,Middle
026004,Rural,Great Lake,Rich
026005,Rural,Great Lake,Rich
026006,Rural,Great Lake,Richest
026007,Rural,Great Lake,Rich
026008,Rural,Great Lake,Rich
026009,Rural,Great Lake,Rich
026010,Rural,Great Lake,Richest
026011,Rural,Great Lake,Richest
026013,Rural,Great Lake,Poorest
026014,Rural,Great Lake,Middle
026015,Rural,Great Lake,Poor
026016,Rural,Great Lake,Rich
026017,Rural,Great Lake,Middle
026018,Rural,Great Lake,Richest
026019,Rural,Great Lake,Middle
026020,Rural,Great Lake,Rich
026021,Rural,Great Lake,Rich
026022,Rural,Great Lake,Middle
026023,Rural,Great Lake,Middle
026024,Rural,Great Lake,Middle
026025,Rural,Great Lake,Rich
026026,Rural,Great Lake,Middle
026027,Rural,Great Lake,Middle
026028,Rural,Great Lake,Richest
027002,Urban,Great Lake,Richest
027003,Urban,Great Lake,Richest
027004,Urban,Great Lake,Richest
027006,Urban,Great Lake,Richest
027007,Urban,Great Lake,Richest
027008,Urban,Great Lake,Rich
027009,Urban,Great Lake,Richest
027010,Urban,Great Lake,Richest
027011,Urban,Great Lake,Richest
027012,Urban,Great Lake,Richest
027013,Urban,Great Lake,Richest
027014,Urban,Great Lake,Richest
027015,Urban,Great Lake,Richest
027016,Urban,Great Lake,Richest
027017,Urban,Great Lake,Rich
027018,Urban,Great Lake,Richest
027019,Urban,Great Lake,Richest
027020,Urban,Great Lake,Richest
027021,Urban,Great Lake,Richest
027023,Urban,Great Lake,Richest
027024,Urban,Great Lake,Richest
028002,Urban,Great Lake,Richest
028003,Urban,Great Lake,Richest
028004,Urban,Great Lake,Richest
028005,Urban,Great Lake,Richest
028006,Urban,Great Lake,Richest
028007,Urban,Great Lake,Richest
028008,Urban,Great Lake,Richest
028009,Urban,Great Lake,Richest
028010,Urban,Great Lake,Rich
028011,Urban,Great Lake,Richest
028012,Urban,Great Lake,Richest
028014,Urban,Great Lake,Richest
028015,Urban,Great Lake,Rich
028016,Urban,Great Lake,Richest
028017,Urban,Great Lake,Richest
028018,Urban,Great Lake,Richest
028020,Urban,Great Lake,Richest
028021,Urban,Great Lake,Richest
028022,Urban,Great Lake,Richest
028023,Urban,Great Lake,Richest
029001,Urban,Great Lake,Richest
029002,Urban,Great Lake,Richest
029003,Urban,Great Lake,Richest
029004,Urban,Great Lake,Richest
029005,Urban,Great Lake,Richest
029006,Urban,Great Lake,Richest
029007,Urban,Great Lake,Richest
029008,Urban,Great Lake,Richest
029009,Urban,Great Lake,Richest
029010,Urban,Great Lake,Richest
029011,Urban,Great Lake,Richest
029012,Urban,Great Lake,Richest
029013,Urban,Great Lake,Richest
029014,Urban,Great Lake,Richest
029015,Urban,Great Lake,Richest
029016,Urban,Great Lake,Richest
029017,Urban,Great Lake,Richest
029018,Urban,Great Lake,Richest
029019,Urban,Great Lake,Richest
029020,Urban,Great Lake,Richest
029021,Urban,Great Lake,Richest
029022,Urban,Great Lake,Richest
029023,Urban,Great Lake,Richest
029024,Urban,Great Lake,Richest
030001,Urban,Great Lake,Richest
030002,Urban,Great Lake,Richest
030003,Urban,Great Lake,Richest
030005,Urban,Great Lake,Richest
030006,Urban,Great Lake,Richest
030007,Urban,Great Lake,Richest
030008,Urban,Great Lake,Richest
030009,Urban,Great Lake,Richest
030010,Urban,Great Lake,Richest
030011,Urban,Great Lake,Richest
030012,Urban,Great Lake,Rich
030013,Urban,Great Lake,Richest
030014,Urban,Great Lake,Richest
030015,Urban,Great Lake,Richest
030016,Urban,Great Lake,Richest
030017,Urban,Great Lake,Rich
030018,Urban,Great Lake,Richest
030020,Urban,Great Lake,Richest
030021,Urban,Great Lake,Richest
030022,Urban,Great Lake,Richest
030023,Urban,Great Lake,Richest
030024,Urban,Great Lake,Poor
031001,Urban,Great Lake,Middle
031002,Urban,Great Lake,Rich
031003,Urban,Great Lake,Rich
031004,Urban,Great Lake,Richest
031005,Urban,Great Lake,Richest
031006,Urban,Great Lake,Middle
031007,Urban,Great Lake,Rich
031008,Urban,Great Lake,Rich
031010,Urban,Great Lake,Richest
031011,Urban,Great Lake,Rich
031012,Urban,Great Lake,Middle
031013,Urban,Great Lake,Rich
031014,Urban,Great Lake,Rich
031015,Urban,Great Lake,Rich
031016,Urban,Great Lake,Middle
031017,Urban,Great Lake,Richest
031018,Urban,Great Lake,Middle
031019,Urban,Great Lake,Rich
031020,Urban,Great Lake,Richest
031021,Urban,Great Lake,Poor
031022,Urban,Great Lake,Middle
031024,Urban,Great Lake,Rich
032001,Urban,Great Lake,Rich
032002,Urban,Great Lake,Richest
032003,Urban,Great Lake,Richest
032004,Urban,Great Lake,Richest
032005,Urban,Great Lake,Rich
032006,Urban,Great Lake,Rich
032007,Urban,Great Lake,Richest
032008,Urban,Great Lake,Richest
032009,Urban,Great Lake,Rich
032010,Urban,Great Lake,Richest
032011,Urban,Great Lake,Richest
032013,Urban,Great Lake,Richest
032014,Urban,Great Lake,Richest
032015,Urban,Great Lake,Richest
032016,Urban,Great Lake,Richest
032017,Urban,Great Lake,Richest
032018,Urban,Great Lake,Richest
032019,Urban,Great Lake,Richest
032020,Urban,Great Lake,Richest
032021,Urban,Great Lake,Middle
032022,Urban,Great Lake,Richest
032023,Urban,Great Lake,Richest
033001,Rural,Plain,Rich
033002,Rural,Plain,Middle
033003,Rural,Plain,Poor
033004,Rural,Plain,Middle
033005,Rural,Plain,Poor
033006,Rural,Plain,Poor
033007,Rural,Plain,Poor
033008,Rural,Plain,Poorest
033009,Rural,Plain,Rich
033010,Rural,Plain,Poor
033011,Rural,Plain,Rich
033012,Rural,Plain,Rich
033013,Rural,Plain,Poorest
033014,Rural,Plain,Rich
033015,Rural,Plain,Rich
033016,Rural,Plain,Middle
033017,Rural,Plain,Poorest
033018,Rural,Plain,Poorest
033019,Rural,Plain,Rich
033020,Rural,Plain,Middle
033021,Rural,Plain,Middle
033022,Rural,Plain,Middle
033023,Rural,Plain,Poor
033024,Rural,Plain,Rich
033025,Rural,Plain,Poor
033026,Rural,Plain,Middle
033027,Rural,Plain,Rich
033028,Rural,Plain,Rich
034001,Rural,Plain,Poor
034002,Rural,Plain,Poorest
034003,Rural,Plain,Middle
034004,Rural,Plain,Richest
034005,Rural,Plain,Middle
034006,Rural,Plain,Poorest
034007,Rural,Plain,Middle
034008,Rural,Plain,Middle
034009,Rural,Plain,Poorest
