HHID,residence,region,wealth_q
007035,Rural,Great Lake,Poorest
007038,Rural,Great Lake,Middle
007041,Rural,Great Lake,Rich
007044,Rural,Great Lake,Poor
007047,Rural,Great Lake,Rich
007052,Rural,Great Lake,Middle
007058,Rural,Great Lake,Middle
007061,Rural,Great Lake,Rich
007063,Rural,Great Lake,Rich
007066,Rural,Great Lake,Rich
007069,Rural,Great Lake,Poor
007072,Rural,Great Lake,Middle
007074,Rural,Great Lake,Poor
007077,Rural,Great Lake,Poor
008004,Rural,Great Lake,Rich
008007,Rural,Great Lake,Middle
008011,Rural,Great Lake,Poorest
008014,Rural,Great Lake,Poorest
008018,Rural,Great Lake,Middle
008021,Rural,Great Lake,Poor
008025,Rural,Great Lake,Rich
008029,Rural,Great Lake,Middle
008032,Rural,Great Lake,Poor
008036,Rural,Great Lake,Poor
008039,Rural,Great Lake,Poor
008043,Rural,Great Lake,Rich
008046,Rural,Great Lake,Poorest
008050,Rural,Great Lake,Poorest
008053,Rural,Great Lake,Poorest
008057,Rural,Great Lake,Middle
008060,Rural,Great Lake,Middle
008064,Rural,Great Lake,Poor
008067,Rural,Great Lake,Poor
008071,Rural,Great Lake,Poorest
008075,Rural,Great Lake,Poor
008078,Rural,Great Lake,Poorest
008082,Rural,Great Lake,Poor
008085,Rural,Great Lake,Middle
008089,Rural,Great Lake,Poor
008092,Rural,Great Lake,Poorest
008096,Rural,Great Lake,Poor
009004,Rural,Great Lake,Poor
009010,Rural,Great Lake,Poor
009015,Rural,Great Lake,Middle
009020,Rural,Great Lake,Poorest
009026,Rural,Great Lake,Poorest
009031,Rural,Great Lake,Poor
009037,Rural,Great Lake,Poor
009042,Rural,Great Lake,Poor
009047,Rural,Great Lake,Poor
009053,Rural,Great Lake,Middle
009058,Rural,Great Lake,Rich
009064,Rural,Great Lake,Middle
009069,Rural,Great Lake,Poorest
009074,Rural,Great Lake,Poor
009080,Rural,Great Lake,Poorest
009085,Rural,Great Lake,Poor
009091,Rural,Great Lake,Poor
009096,Rural,Great Lake,Poorest
009101,Rural,Great Lake,Middle
009107,Rural,Great Lake,Middle
009112,Rural,Great Lake,Middle
009118,Rural,Great Lake,Poor
009123,Rural,Great Lake,Middle
009128,Rural,Great Lake,Poorest
009134,Rural,Great Lake,Poorest
009139,Rural,Great Lake,Poor
009144,Rural,Great Lake,Rich
009150,Rural,Great Lake,Poor
010002,Rural,Great Lake,Rich
010004,Rural,Great Lake,Middle
010006,Rural,Great Lake,Poorest
010008,Rural,Great Lake,Poorest
010011,Rural,Great Lake,Rich
010013,Rural,Great Lake,Rich
010015,Rural,Great Lake,Richest
010017,Rural,Great Lake,Poorest
010019,Rural,Great Lake,Rich
010021,Rural,Great Lake,Richest
010023,Rural,Great Lake,Rich
010025,Rural,Great Lake,Rich
010027,Rural,Great Lake,Poor
010029,Rural,Great Lake,Rich
010031,Rural,Great Lake,Middle
010033,Rural,Great Lake,Richest
010035,Rural,Great Lake,Rich
010037,Rural,Great Lake,Poor
010040,Rural,Great Lake,Rich
010042,Rural,Great Lake,Rich
010044,Rural,Great Lake,Poor
010046,Rural,Great Lake,Richest
010048,Rural,Great Lake,Poor
010050,Rural,Great Lake,Rich
010052,Rural,Great Lake,Poor
010054,Rural,Great Lake,Poor
010056,Rural,Great Lake,Middle
010058,Rural,Great Lake,Poorest
011001,Rural,Great Lake,Poorest
011006,Rural,Great Lake,Poor
011009,Rural,Great Lake,Poor
011012,Rural,Great Lake,Middle
011015,Rural,Great Lake,Middle
011017,Rural,Great Lake,Middle
011020,Rural,Great Lake,Poor
011026,Rural,Great Lake,Poor
011028,Rural,Great Lake,Rich
011031,Rural,Great Lake,Rich
011034,Rural,Great Lake,Poorest
011037,Rural,Great Lake,Middle
011040,Rural,Great Lake,Middle
011042,Rural,Great Lake,Poorest
011045,Rural,Great Lake,Poor
011048,Rural,Great Lake,Middle
011051,Rural,Great Lake,Poor
011054,Rural,Great Lake,Poor
011056,Rural,Great Lake,Richest
011062,Rural,Great Lake,Poor
011065,Rural,Great Lake,Poor
011067,Rural,Great Lake,Poor
011070,Rural,Great Lake,Rich
011073,Rural,Great Lake,Rich
011076,Rural,Great Lake,Poorest
012001,Rural,Great Lake,Middle
012004,Rural,Great Lake,Poor
012008,Rural,Great Lake,Middle
012011,Rural,Great Lake,Middle
012015,Rural,Great Lake,Middle
012018,Rural,Great Lake,Rich
012021,Rural,Great Lake,Poor
012025,Rural,Great Lake,Richest
012028,Rural,Great Lake,Richest
012032,Rural,Great Lake,Rich
012035,Rural,Great Lake,Poor
012038,Rural,Great Lake,Richest
012042,Rural,Great Lake,Rich
012045,Rural,Great Lake,Rich
012049,Rural,Great Lake,Rich
012052,Rural,Great Lake,Poorest
012055,Rural,Great Lake,Middle
012059,Rural,Great Lake,Richest
012062,Rural,Great Lake,Rich
012066,Rural,Great Lake,Poorest
012069,Rural,Great Lake,Poor
012072,Rural,Great Lake,Rich
012076,Rural,Great Lake,Rich
012079,Rural,Great Lake,Poorest
012083,Rural,Great Lake,Poor
012086,Rural,Great Lake,Poorest
012089,Rural,Great Lake,Poorest
012093,Rural,Great Lake,Richest
013001,Rural,Great Lake,Richest
013003,Rural,Great Lake,Rich
013005,Rural,Great Lake,Middle
013007,Rural,Great Lake,Rich
013009,Rural,Great Lake,Rich
013010,Rural,Great Lake,Rich
013014,Rural,Great Lake,Richest
013016,Rural,Great Lake,Middle
013018,Rural,Great Lake,Rich
013020,Rural,Great Lake,Rich
013024,Rural,Great Lake,Poor
013026,Rural,Great Lake,Rich
013028,Rural,Great Lake,Richest
013030,Rural,Great Lake,Poorest
013032,Rural,Great Lake,Rich
013034,Rural,Great Lake,Middle
013036,Rural,Great Lake,Rich
013038,Rural,Great Lake,Middle
013040,Rural,Great Lake,Richest
013042,Rural,Great Lake,Richest
013044,Rural,Great Lake,Rich
013046,Rural,Great Lake,Middle
013048,Rural,Great Lake,Richest
013050,Rural,Great Lake,Middle
013052,Rural,Great Lake,Rich
013054,Rural,Great Lake,Middle
014002,Rural,Great Lake,Middle
014005,Rural,Great Lake,Richest
014008,Rural,Great Lake,Rich
014011,Rural,Great Lake,Middle
014014,Rural,Great Lake,Middle
014017,Rural,Great Lake,Poorest
014020,Rural,Great Lake,Rich
014023,Rural,Great Lake,Poor
014026,Rural,Great Lake,Poor
014029,Rural,Great Lake,Middle
014032,Rural,Great Lake,Poor
014035,Rural,Great Lake,Middle
014038,Rural,Great Lake,Middle
014041,Rural,Great Lake,Middle
014044,Rural,Great Lake,Poor
014047,Rural,Great Lake,Rich
014053,Rural,Great Lake,Poor
014056,Rural,Great Lake,Richest
014059,Rural,Great Lake,Rich
014062,Rural,Great Lake,Rich
014065,Rural,Great Lake,Rich
014068,Rural,Great Lake,Middle
014071,Rural,Great Lake,Poorest
014074,Rural,Great Lake,Rich
014077,Rural,Great Lake,Rich
014080,Rural,Great Lake,Middle
015002,Urban,Great Lake,Richest
015006,Urban,Great Lake,Rich
015010,Urban,Great Lake,Richest
015014,Urban,Great Lake,Richest
015018,Urban,Great Lake,Richest
015022,Urban,Great Lake,Richest
015030,Urban,Great Lake,Rich
015034,Urban,Great Lake,Rich
015038,Urban,Great Lake,Richest
015042,Urban,Great Lake,Richest
015046,Urban,Great Lake,Richest
015050,Urban,Great Lake,Richest
015054,Urban,Great Lake,Richest
015058,Urban,Great Lake,Richest
015062,Urban,Great Lake,Richest
015066,Urban,Great Lake,Rich
015070,Urban,Great Lake,Richest
015074,Urban,Great Lake,Richest
015078,Urban,Great Lake,Richest
015082,Urban,Great Lake,Richest
015086,Urban,Great Lake,Rich
015090,Urban,Great Lake,Richest
015094,Urban,Great Lake,Rich
016005,Urban,Great Lake,Richest
016010,Urban,Great Lake,Richest
016015,Urban,Great Lake,Richest
016021,Urban,Great Lake,Richest
016026,Urban,Great Lake,Richest
016032,Urban,Great Lake,Richest
016037,Urban,Great Lake,Richest
016042,Urban,Great Lake,Richest
016048,Urban,Great Lake,Richest
016053,Urban,Great Lake,Rich
016059,Urban,Great Lake,Richest
016070,Urban,Great Lake,Richest
016075,Urban,Great Lake,Rich
016080,Urban,Great Lake,Richest
016086,Urban,Great Lake,Richest
016091,Urban,Great Lake,Richest
016097,Urban,Great Lake,Richest
016102,Urban,Great Lake,Richest
016107,Urban,Great Lake,Rich
016113,Urban,Great Lake,Richest
016124,Urban,Great Lake,Richest
016129,Urban,Great Lake,Richest
017001,Rural,Great Lake,Poor
017003,Rural,Great Lake,Poor
017005,Rural,Great Lake,Richest
017007,Rural,Great Lake,Rich
017009,Rural,Great Lake,Richest
017011,Rural,Great Lake,Middle
017013,Rural,Great Lake,Richest
017015,Rural,Great Lake,Poor
017017,Rural,Great Lake,Middle
017020,Rural,Great Lake,Poor
017022,Rural,Great Lake,Rich
017024,Rural,Great Lake,Rich
017026,Rural,Great Lake,Rich
017028,Rural,Great Lake,Richest
017030,Rural,Great Lake,Rich
017032,Rural,Great Lake,Middle
017034,Rural,Great Lake,Poor
017036,Rural,Great Lake,Middle
017038,Rural,Great Lake,Poorest
017041,Rural,Great Lake,Middle
017043,Rural,Great Lake,Poor
017045,Rural,Great Lake,Richest
017047,Rural,Great Lake,Middle
017049,Rural,Great Lake,Poor
017051,Rural,Great Lake,Middle
017053,Rural,Great Lake,Rich
017055,Rural,Great Lake,Poor
017057,Rural,Great Lake,Poor
018002,Urban,Great Lake,Middle
018007,Urban,Great Lake,Rich
018011,Urban,Great Lake,Rich
018016,Urban,Great Lake,Rich
018021,Urban,Great Lake,Rich
018025,Urban,Great Lake,Richest
018035,Urban,Great Lake,Rich
018039,Urban,Great Lake,Rich
018044,Urban,Great Lake,Poorest
018049,Urban,Great Lake,Middle
018053,Urban,Great Lake,Richest
018058,Urban,Great Lake,Middle
018063,Urban,Great Lake,Rich
018067,Urban,Great Lake,Middle
018081,Urban,Great Lake,Rich
018086,Urban,Great Lake,Rich
018091,Urban,Great Lake,Rich
018095,Urban,Great Lake,Richest
018100,Urban,Great Lake,Rich
018109,Urban,Great Lake,Poor
019003,Urban,Great Lake,Rich
019005,Urban,Great Lake,Richest
019007,Urban,Great Lake,Richest
019009,Urban,Great Lake,Richest
019011,Urban,Great Lake,Richest
019013,Urban,Great Lake,Richest
019015,Urban,Great Lake,Richest
019017,Urban,Great Lake,Richest
019019,Urban,Great Lake,Richest
019021,Urban,Great Lake,Richest
019023,Urban,Great Lake,Richest
019025,Urban,Great Lake,Richest
019028,Urban,Great Lake,Richest
019030,Urban,Great Lake,Richest
019032,Urban,Great Lake,Richest
019034,Urban,Great Lake,Richest
019036,Urban,Great Lake,Richest
019038,Urban,Great Lake,Richest
019040,Urban,Great Lake,Richest
019042,Urban,Great Lake,Richest
019044,Urban,Great Lake,Rich
019046,Urban,Great Lake,Rich
019048,Urban,Great Lake,Poor
019050,Urban,Great Lake,Middle
020004,Rural,Great Lake,Poor
020007,Rural,Great Lake,Middle
020011,Rural,Great Lake,Middle
020014,Rural,Great Lake,Poor
020018,Rural,Great Lake,Middle
020022,Rural,Great Lake,Middle
020025,Rural,Great Lake,Rich
020029,Rural,Great Lake,Poor
020032,Rural,Great Lake,Middle
020036,Rural,Great Lake,Rich
020043,Rural,Great Lake,Poorest
020047,Rural,Great Lake,Middle
020051,Rural,Great Lake,Poor
020054,Rural,Great Lake,Rich
020058,Rural,Great Lake,Poor
020061,Rural,Great Lake,Rich
020065,Rural,Great Lake,Poorest
020069,Rural,Great Lake,Richest
020072,Rural,Great Lake,Poorest
020076,Rural,Great Lake,Poorest
020079,Rural,Great Lake,Rich
020083,Rural,Great Lake,Middle
020087,Rural,Great Lake,Poor
020094,Rural,Great Lake,Poorest
020097,Rural,Great Lake,Poorest
020101,Rural,Great Lake,Poorest
021001,Rural,Great Lake,Poor
021003,Rural,Great Lake,Poorest
021006,Rural,Great Lake,Poor
021008,Rural,Great Lake,Poorest
021013,Rural,Great Lake,Middle
021016,Rural,Great Lake,Middle
021018,Rural,Great Lake,Rich
021023,Rural,Great Lake,Poor
021025,Rural,Great Lake,Poorest
021028,Rural,Great Lake,Poor
021030,Rural,Great Lake,Poorest
021033,Rural,Great Lake,Poorest
021035,Rural,Great Lake,Middle
021037,Rural,Great Lake,Rich
021040,Rural,Great Lake,Poor
021045,Rural,Great Lake,Poor
021047,Rural,Great Lake,Poorest
021050,Rural,Great Lake,Poor
021052,Rural,Great Lake,Poor
021054,Rural,Great Lake,Poor
021057,Rural,Great Lake,Poor
021059,Rural,Great Lake,Poor
021064,Rural,Great Lake,Middle
021067,Rural,Great Lake,Middle
022001,Rural,Great Lake,Poor
022005,Rural,Great Lake,Rich
022009,Rural,Great Lake,Middle
022013,Rural,Great Lake,Poorest
022017,Rural,Great Lake,Rich
022021,Rural,Great Lake,Rich
022025,Rural,Great Lake,Rich
022029,Rural,Great Lake,Middle
022033,Rural,Great Lake,Poor
022037,Rural,Great Lake,Poor
022041,Rural,Great Lake,Poor
022045,Rural,Great Lake,Poorest
022049,Rural,Great Lake,Middle
022053,Rural,Great Lake,Rich
022057,Rural,Great Lake,Rich
022061,Rural,Great Lake,Middle
022065,Rural,Great Lake,Richest
022069,Rural,Great Lake,Rich
022073,Rural,Great Lake,Rich
022077,Rural,Great Lake,Rich
022081,Rural,Great Lake,Rich
022085,Rural,Great Lake,Rich
022089,Rural,Great Lake,Poorest
022093,Rural,Great Lake,Poor
022097,Rural,Great Lake,Rich
022101,Rural,Great Lake,Richest
022105,Rural,Great Lake,Rich
022109,Rural,Great Lake,Middle
023001,Rural,Great Lake,Richest
023004,Rural,Great Lake,Poorest
023008,Rural,Great Lake,Rich
023011,Rural,Great Lake,Poor
023015,Rural,Great Lake,Middle
023018,Rural,Great Lake,Poor
023021,Rural,Great Lake,Poor
023025,Rural,Great Lake,Rich
023028,Rural,Great Lake,Middle
023032,Rural,Great Lake,Middle
023035,Rural,Great Lake,Middle
023039,Rural,Great Lake,Poor
023042,Rural,Great Lake,Poor
023045,Rural,Great Lake,Rich
023049,Rural,Great Lake,Rich
023052,Rural,Great Lake,Poor
023059,Rural,Great Lake,Poor
023063,Rural,Great Lake,Rich
023066,Rural,Great Lake,Rich
023069,Rural,Great Lake,Rich
023073,Rural,Great Lake,Poor
023076,Rural,Great Lake,Poorest
023083,Rural,Great Lake,Poorest
023087,Rural,Great Lake,Middle
023090,Rural,Great Lake,Rich
023093,Rural,Great Lake,Poor
024002,Rural,Great Lake,Rich
024005,Rural,Great Lake,Middle
024008,Rural,Great Lake,Middle
024012,Rural,Great Lake,Middle
024015,Rural,Great Lake,Poorest
024018,Rural,Great Lake,Middle
024021,Rural,Great Lake,Rich
024025,Rural,Great Lake,Rich
024028,Rural,Great Lake,Poor
024031,Rural,Great Lake,Poor
024034,Rural,Great Lake,Middle
024037,Rural,Great Lake,Middle
024041,Rural,Great Lake,Poorest
024044,Rural,Great Lake,Poorest
024047,Rural,Great Lake,Middle
024050,Rural,Great Lake,Poor
024053,Rural,Great Lake,Poor
024060,Rural,Great Lake,Middle
024066,Rural,Great Lake,Middle
024070,Rural,Great Lake,Poorest
024073,Rural,Great Lake,Rich
024076,Rural,Great Lake,Middle
024086,Rural,Great Lake,Middle
024089,Rural,Great Lake,Poor
025002,Urban,Great Lake,Poorest
025004,Urban,Great Lake,Richest
025007,Urban,Great Lake,Middle
025010,Urban,Great Lake,Poor
025012,Urban,Great Lake,Richest
025015,Urban,Great Lake,Richest
025018,Urban,Great Lake,Rich
025023,Urban,Great Lake,Richest
025025,Urban,Great Lake,Middle
025028,Urban,Great Lake,Richest
025031,Urban,Great Lake,Richest
025036,Urban,Great Lake,Richest
025039,Urban,Great Lake,Richest
025041,Urban,Great Lake,Rich
025044,Urban,Great Lake,Richest
025046,Urban,Great Lake,Rich
025049,Urban,Great Lake,Middle
025052,Urban,Great Lake,Middle
025054,Urban,Great Lake,Middle
025057,Urban,Great Lake,Middle
025060,Urban,Great Lake,Rich
025062,Urban,Great Lake,Richest
026003,Rural,Great Lake,Middle
026007,Rural,Great Lake,Poorest
026010,Rural,Great Lake,Middle
026014,Rural,Great Lake,Rich
026021,Rural,Great Lake,Poor
026025,Rural,Great Lake,Poor
026028,Rural,Great Lake,Poor
026032,Rural,Great Lake,Poorest
026035,Rural,Great Lake,Poorest
026039,Rural,Great Lake,Poorest
026043,Rural,Great Lake,Middle
026046,Rural,Great Lake,Middle
026050,Rural,Great Lake,Poorest
026053,Rural,Great Lake,Middle
026061,Rural,Great Lake,Poor
026064,Rural,Great Lake,Middle
026068,Rural,Great Lake,Poor
026071,Rural,Great Lake,Rich
026075,Rural,Great Lake,Rich
026079,Rural,Great Lake,Middle
026082,Rural,Great Lake,Poorest
026090,Rural,Great Lake,Middle
026093,Rural,Great Lake,Middle
026097,Rural,Great Lake,Middle
026100,Rural,Great Lake,Rich
027004,Rural,Great Lake,Poorest
027006,Rural,Great Lake,Poorest
027007,Rural,Great Lake,Poorest
027009,Rural,Great Lake,Poor
027011,Rural,Great Lake,Poorest
027013,Rural,Great Lake,Poorest
027014,Rural,Great Lake,Poorest
027018,Rural,Great Lake,Poor
027020,Rural,Great Lake,Poor
027021,Rural,Great Lake,Poorest
027023,Rural,Great Lake,Middle
027025,Rural,Great Lake,Richest
027027,Rural,Great Lake,Poorest
027028,Rural,Great Lake,Poorest
027030,Rural,Great Lake,Middle
027032,Rural,Great Lake,Poorest
027034,Rural,Great Lake,Poor
027035,Rural,Great Lake,Poor
027037,Rural,Great Lake,Poorest
027039,Rural,Great Lake,Poor
027041,Rural,Great Lake,Rich
027042,Rural,Great Lake,Poor
027044,Rural,Great Lake,Poorest
027046,Rural,Great Lake,Poor
027048,Rural,Great Lake,Poorest
027049,Rural,Great Lake,Poor
028007,Urban,Great Lake,Richest
028015,Urban,Great Lake,Richest
028022,Urban,Great Lake,Richest
028029,Urban,Great Lake,Richest
028036,Urban,Great Lake,Richest
028044,Urban,Great Lake,Rich
028051,Urban,Great Lake,Richest
028065,Urban,Great Lake,Rich
028073,Urban,Great Lake,Rich
028087,Urban,Great Lake,Richest
028094,Urban,Great Lake,Richest
028102,Urban,Great Lake,Richest
028109,Urban,Great Lake,Richest
028116,Urban,Great Lake,Richest
028123,Urban,Great Lake,Richest
028131,Urban,Great Lake,Middle
028138,Urban,Great Lake,Rich
028145,Urban,Great Lake,Rich
028152,Urban,Great Lake,Rich
028160,Urban,Great Lake,Richest
028167,Urban,Great Lake,Middle
028174,Urban,Great Lake,Richest
029002,Urban,Great Lake,Richest
029003,Urban,Great Lake,Richest
029005,Urban,Great Lake,Richest
029006,Urban,Great Lake,Richest
029008,Urban,Great Lake,Richest
029010,Urban,Great Lake,Richest
029011,Urban,Great Lake,Richest
029013,Urban,Great Lake,Richest
029014,Urban,Great Lake,Richest
029016,Urban,Great Lake,Richest
029017,Urban,Great Lake,Richest
029020,Urban,Great Lake,Richest
029022,Urban,Great Lake,Richest
029023,Urban,Great Lake,Richest
029025,Urban,Great Lake,Rich
029027,Urban,Great Lake,Richest
029028,Urban,Great Lake,Richest
029030,Urban,Great Lake,Richest
029031,Urban,Great Lake,Richest
029033,Urban,Great Lake,Richest
029034,Urban,Great Lake,Richest
029036,Urban,Great Lake,Richest
029037,Urban,Great Lake,Richest
030001,Urban,Great Lake,Richest
030002,Urban,Great Lake,Rich
030004,Urban,Great Lake,Rich
030005,Urban,Great Lake,Rich
030006,Urban,Great Lake,Rich
030007,Urban,Great Lake,Richest
030009,Urban,Great Lake,Rich
030010,Urban,Great Lake,Richest
030011,Urban,Great Lake,Richest
030012,Urban,Great Lake,Rich
030013,Urban,Great Lake,Rich
030014,Urban,Great Lake,Rich
030015,Urban,Great Lake,Richest
030016,Urban,Great Lake,Poor
030017,Urban,Great Lake,Rich
030018,Urban,Great Lake,Rich
030019,Urban,Great Lake,Richest
030020,Urban,Great Lake,Richest
030021,Urban,Great Lake,Richest
030022,Urban,Great Lake,Rich
030024,Urban,Great Lake,Richest
030025,Urban,Great Lake,Rich
031001,Urban,Great Lake,Poor
031003,Urban,Great Lake,Rich
031006,Urban,Great Lake,Richest
031008,Urban,Great Lake,Middle
031010,Urban,Great Lake,Rich
031013,Urban,Great Lake,Richest
031015,Urban,Great Lake,Richest
031017,Urban,Great Lake,Rich
031020,Urban,Great Lake,Middle
031022,Urban,Great Lake,Rich
031024,Urban,Great Lake,Rich
031027,Urban,Great Lake,Richest
031029,Urban,Great Lake,Rich
031031,Urban,Great Lake,Rich
031034,Urban,Great Lake,Middle
031036,Urban,Great Lake,Richest
031038,Urban,Great Lake,Richest
031043,Urban,Great Lake,Richest
031045,Urban,Great Lake,Richest
031048,Urban,Great Lake,Richest
031050,Urban,Great Lake,Richest
031052,Urban,Great Lake,Richest
031055,Urban,Great Lake,Richest
032001,Urban,Great Lake,Rich
032002,Urban,Great Lake,Rich
032004,Urban,Great Lake,Middle
032005,Urban,Great Lake,Poor
032007,Urban,Great Lake,Poor
032008,Urban,Great Lake,Rich
032010,Urban,Great Lake,Poorest
032013,Urban,Great Lake,Rich
032014,Urban,Great Lake,Rich
032017,Urban,Great Lake,Middle
032019,Urban,Great Lake,Rich
032020,Urban,Great Lake,Middle
032022,Urban,Great Lake,Rich
032023,Urban,Great Lake,Middle
032025,Urban,Great Lake,Rich
032026,Urban,Great Lake,Middle
032028,Urban,Great Lake,Middle
032029,Urban,Great Lake,Rich
032031,Urban,Great Lake,Rich
032032,Urban,Great Lake,Rich
032035,Urban,Great Lake,Poor
033003,Urban,Great Lake,Richest
033007,Urban,Great Lake,Middle
033010,Urban,Great Lake,Middle
033014,Urban,Great Lake,Rich
033018,Urban,Great Lake,Rich
033021,Urban,Great Lake,Rich
033025,Urban,Great Lake,Poor
033029,Urban,Great Lake,Rich
033033,Urban,Great Lake,Rich
033036,Urban,Great Lake,Poor
033040,Urban,Great Lake,Poor
033044,Urban,Great Lake,Middle
033047,Urban,Great Lake,Middle
033051,Urban,Great Lake,Poor
033059,Urban,Great Lake,Rich
033062,Urban,Great Lake,Rich
033066,Urban,Great Lake,Rich
033070,Urban,Great Lake,Poorest
033073,Urban,Great Lake,Poor
033077,Urban,Great Lake,Poor
033081,Urban,Great Lake,Poor
033085,Urban,Great Lake,Poorest
033088,Urban,Great Lake,Middle
034002,Urban,Great Lake,Rich
