HHID,residence,region,wealth_q
016028,Rural,Coastal,Rich
017001,Urban,Plateau,Middle
017002,Urban,Plateau,Middle
017003,Urban,Plateau,Poorest
017005,Urban,Plateau,Poor
017006,Urban,Plateau,Rich
017008,Urban,Plateau,Poor
017009,Urban,Plateau,Rich
017010,Urban,Plateau,Middle
017012,Urban,Plateau,Poor
017013,Urban,Plateau,Poorest
017014,Urban,Plateau,Rich
017015,Urban,Plateau,Poor
017016,Urban,Plateau,Poorest
017018,Urban,Plateau,Middle
017019,Urban,Plateau,Poor
017020,Urban,Plateau,Poor
017022,Urban,Plateau,Rich
017023,Urban,Plateau,Poor
017025,Urban,Plateau,Poor
017026,Urban,Plateau,Poor
017027,Urban,Plateau,Middle
017028,Urban,Plateau,Richest
018001,Rural,Great Lake,Poorest
018002,Rural,Great Lake,Poor
018003,Rural,Great Lake,Poor
018004,Rural,Great Lake,Poor
018005,Rural,Great Lake,Poorest
018006,Rural,Great Lake,Poorest
018007,Rural,Great Lake,Poorest
018008,Rural,Great Lake,Poor
018009,Rural,Great Lake,Poorest
018010,Rural,Great Lake,Poorest
018011,Rural,Great Lake,Poorest
018012,Rural,Great Lake,Poor
018013,Rural,Great Lake,Rich
018014,Rural,Great Lake,Poor
018015,Rural,Great Lake,Poorest
018016,Rural,Great Lake,Poorest
018017,Rural,Great Lake,Poorest
018018,Rural,Great Lake,Rich
018019,Rural,Great Lake,Poorest
018020,Rural,Great Lake,Poorest
018021,Rural,Great Lake,Poorest
018022,Rural,Great Lake,Poor
018023,Rural,Great Lake,Poorest
018024,Rural,Great Lake,Poor
018025,Rural,Great Lake,Poorest
018026,Rural,Great Lake,Poor
018027,Rural,Great Lake,Middle
018028,Rural,Great Lake,Middle
019001,Rural,Plain,Rich
019002,Rural,Plain,Rich
019003,Rural,Plain,Middle
019004,Rural,Plain,Middle
019005,Rural,Plain,Poorest
019006,Rural,Plain,Middle
019007,Rural,Plain,Poor
019008,Rural,Plain,Rich
019009,Rural,Plain,Poorest
019010,Rural,Plain,Poorest
019011,Rural,Plain,Middle
019012,Rural,Plain,Poorest
019013,Rural,Plain,Rich
019014,Rural,Plain,Middle
019015,Rural,Plain,Middle
019016,Rural,Plain,Poorest
019017,Rural,Plain,Poor
019018,Rural,Plain,Rich
019019,Rural,Plain,Poor
019020,Rural,Plain,Middle
019021,Rural,Plain,Middle
019022,Rural,Plain,Poorest
019023,Rural,Plain,Poor
019024,Rural,Plain,Middle
019025,Rural,Plain,Middle
019026,Rural,Plain,Poor
019027,Rural,Plain,Poor
019028,Rural,Plain,Middle
020001,Rural,Great Lake,Poorest
020002,Rural,Great Lake,Poorest
020003,Rural,Great Lake,Poor
020004,Rural,Great Lake,Poorest
020005,Rural,Great Lake,Poor
020006,Rural,Great Lake,Poorest
020007,Rural,Great Lake,Poor
020008,Rural,Great Lake,Rich
020009,Rural,Great Lake,Poorest
020010,Rural,Great Lake,Poorest
020011,Rural,Great Lake,Poorest
020012,Rural,Great Lake,Middle
020013,Rural,Great Lake,Poorest
020014,Rural,Great Lake,Poor
020015,Rural,Great Lake,Poor
020016,Rural,Great Lake,Poorest
020017,Rural,Great Lake,Poor
020018,Rural,Great Lake,Poor
020019,Rural,Great Lake,Poorest
020020,Rural,Great Lake,Poorest
020021,Rural,Great Lake,Poorest
020022,Rural,Great Lake,Poorest
020023,Rural,Great Lake,Poorest
020024,Rural,Great Lake,Middle
020025,Rural,Great Lake,Poorest
020026,Rural,Great Lake,Poorest
020027,Rural,Great Lake,Poorest
020028,Rural,Great Lake,Poorest
021001,Rural,Plateau,Rich
021002,Rural,Plateau,Poorest
021003,Rural,Plateau,Poorest
021004,Rural,Plateau,Poor
021007,Rural,Plateau,Poorest
021008,Rural,Plateau,Rich
021009,Rural,Plateau,Poor
021010,Rural,Plateau,Middle
021011,Rural,Plateau,Middle
021012,Rural,Plateau,Poorest
021013,Rural,Plateau,Middle
021014,Rural,Plateau,Middle
021015,Rural,Plateau,Rich
021016,Rural,Plateau,Poor
021018,Rural,Plateau,Poorest
021019,Rural,Plateau,Middle
021020,Rural,Plateau,Middle
021021,Rural,Plateau,Poorest
021022,Rural,Plateau,Poor
021023,Rural,Plateau,Poor
021024,Rural,Plateau,Poor
021025,Rural,Plateau,Poorest
021027,Rural,Plateau,Rich
021028,Rural,Plateau,Poorest
022001,Rural,Plain,Poorest
022002,Rural,Plain,Poorest
022003,Rural,Plain,Poor
022004,Rural,Plain,Poorest
022005,Rural,Plain,Poor
022006,Rural,Plain,Poorest
022007,Rural,Plain,Poorest
022008,Rural,Plain,Poor
022009,Rural,Plain,Middle
022010,Rural,Plain,Poorest
022011,Rural,Plain,Poorest
022012,Rural,Plain,Poorest
022013,Rural,Plain,Poorest
022014,Rural,Plain,Rich
022015,Rural,Plain,Middle
022016,Rural,Plain,Middle
022017,Rural,Plain,Poorest
022018,Rural,Plain,Poorest
022019,Rural,Plain,Poor
022020,Rural,Plain,Poor
022021,Rural,Plain,Poor
022022,Rural,Plain,Poor
022023,Rural,Plain,Poorest
022024,Rural,Plain,Poor
022025,Rural,Plain,Poor
022026,Rural,Plain,Poorest
022027,Rural,Plain,Poorest
022028,Rural,Plain,Poorest
023001,Rural,Plain,Poorest
023002,Rural,Plain,Poorest
023003,Rural,Plain,Poor
023004,Rural,Plain,Rich
023005,Rural,Plain,Middle
023006,Rural,Plain,Middle
023007,Rural,Plain,Poorest
023008,Rural,Plain,Rich
023009,Rural,Plain,Middle
023010,Rural,Plain,Poor
023012,Rural,Plain,Richest
023013,Rural,Plain,Richest
023014,Rural,Plain,Middle
023015,Rural,Plain,Poor
023016,Rural,Plain,Poorest
023017,Rural,Plain,Poorest
023018,Rural,Plain,Poorest
023019,Rural,Plain,Poor
023020,Rural,Plain,Middle
023021,Rural,Plain,Poorest
023022,Rural,Plain,Middle
023025,Rural,Plain,Poorest
023026,Rural,Plain,Middle
023027,Rural,Plain,Middle
023028,Rural,Plain,Middle
024001,Rural,Plain,Poorest
024002,Rural,Plain,Poor
024003,Rural,Plain,Poorest
024005,Rural,Plain,Poor
024006,Rural,Plain,Rich
024007,Rural,Plain,Poorest
024008,Rural,Plain,Rich
024009,Rural,Plain,Poor
024010,Rural,Plain,Middle
024012,Rural,Plain,Poorest
024013,Rural,Plain,Poor
024014,Rural,Plain,Poor
024016,Rural,Plain,Poorest
024017,Rural,Plain,Poor
024018,Rural,Plain,Middle
024019,Rural,Plain,Poor
024020,Rural,Plain,Poorest
024021,Rural,Plain,Middle
024022,Rural,Plain,Poor
024023,Rural,Plain,Poor
024024,Rural,Plain,Middle
024025,Rural,Plain,Poor
024026,Rural,Plain,Poorest
024027,Rural,Plain,Poor
024028,Rural,Plain,Poor
025001,Urban,Plateau,Rich
025002,Urban,Plateau,Richest
025003,Urban,Plateau,Richest
025005,Urban,Plateau,Poor
025007,Urban,Plateau,Richest
025008,Urban,Plateau,Poor
025010,Urban,Plateau,Richest
025011,Urban,Plateau,Richest
025012,Urban,Plateau,Rich
025013,Urban,Plateau,Rich
025014,Urban,Plateau,Richest
025015,Urban,Plateau,Richest
025018,Urban,Plateau,Richest
025019,Urban,Plateau,Richest
025020,Urban,Plateau,Richest
025021,Urban,Plateau,Richest
025022,Urban,Plateau,Richest
025023,Urban,Plateau,Richest
025024,Urban,Plateau,Rich
025025,Urban,Plateau,Richest
025026,Urban,Plateau,Richest
025027,Urban,Plateau,Rich
025028,Urban,Plateau,Richest
026001,Rural,Great Lake,Poorest
026002,Rural,Great Lake,Poorest
026003,Rural,Great Lake,Poorest
026004,Rural,Great Lake,Poorest
026005,Rural,Great Lake,Poorest
026006,Rural,Great Lake,Poorest
026007,Rural,Great Lake,Middle
026008,Rural,Great Lake,Poorest
026009,Rural,Great Lake,Poorest
026010,Rural,Great Lake,Poorest
026011,Rural,Great Lake,Poor
026012,Rural,Great Lake,Poor
026013,Rural,Great Lake,Poorest
026014,Rural,Great Lake,Rich
026015,Rural,Great Lake,Middle
026016,Rural,Great Lake,Middle
026017,Rural,Great Lake,Poor
026018,Rural,Great Lake,Middle
026019,Rural,Great Lake,Poorest
026020,Rural,Great Lake,Poorest
026021,Rural,Great Lake,Poorest
026022,Rural,Great Lake,Poorest
026023,Rural,Great Lake,Poorest
026024,Rural,Great Lake,Poor
026025,Rural,Great Lake,Poor
026026,Rural,Great Lake,Middle
026027,Rural,Great Lake,Poorest
026028,Rural,Great Lake,Poorest
027001,Rural,Great Lake,Middle
027002,Rural,Great Lake,Middle
027003,Rural,Great Lake,Middle
027004,Rural,Great Lake,Poor
027005,Rural,Great Lake,Poor
027006,Rural,Great Lake,Poor
027007,Rural,Great Lake,Poor
027008,Rural,Great Lake,Poor
027009,Rural,Great Lake,Poor
027010,Rural,Great Lake,Rich
027011,Rural,Great Lake,Poorest
027012,Rural,Great Lake,Poor
027013,Rural,Great Lake,Middle
027014,Rural,Great Lake,Rich
027015,Rural,Great Lake,Middle
027016,Rural,Great Lake,Poor
027017,Rural,Great Lake,Poor
027018,Rural,Great Lake,Poorest
027019,Rural,Great Lake,Poorest
027020,Rural,Great Lake,Middle
027021,Rural,Great Lake,Poor
027022,Rural,Great Lake,Poorest
027023,Rural,Great Lake,Poor
027024,Rural,Great Lake,Poorest
027025,Rural,Great Lake,Middle
027026,Rural,Great Lake,Rich
027027,Rural,Great Lake,Poorest
027028,Rural,Great Lake,Poor
028001,Rural,Coastal,Middle
028002,Rural,Coastal,Rich
028003,Rural,Coastal,Rich
028004,Rural,Coastal,Poor
028005,Rural,Coastal,Poor
028006,Rural,Coastal,Poor
028007,Rural,Coastal,Poor
028008,Rural,Coastal,Poorest
028009,Rural,Coastal,Middle
028010,Rural,Coastal,Poor
028011,Rural,Coastal,Poorest
028012,Rural,Coastal,Rich
028013,Rural,Coastal,Middle
028014,Rural,Coastal,Poor
028015,Rural,Coastal,Poor
028016,Rural,Coastal,Middle
028017,Rural,Coastal,Middle
028018,Rural,Coastal,Middle
028019,Rural,Coastal,Poorest
028020,Rural,Coastal,Poor
028021,Rural,Coastal,Rich
028022,Rural,Coastal,Rich
028023,Rural,Coastal,Poor
028024,Rural,Coastal,Poor
028025,Rural,Coastal,Rich
028026,Rural,Coastal,Rich
028027,Rural,Coastal,Poorest
028028,Rural,Coastal,Poor
029002,Urban,Great Lake,Richest
029003,Urban,Great Lake,Richest
029004,Urban,Great Lake,Richest
029005,Urban,Great Lake,Richest
029006,Urban,Great Lake,Richest
029008,Urban,Great Lake,Richest
029010,Urban,Great Lake,Richest
029011,Urban,Great Lake,Rich
029012,Urban,Great Lake,Richest
029013,Urban,Great Lake,Richest
029014,Urban,Great Lake,Richest
029016,Urban,Great Lake,Richest
029018,Urban,Great Lake,Rich
029019,Urban,Great Lake,Richest
029020,Urban,Great Lake,Middle
029021,Urban,Great Lake,Rich
029022,Urban,Great Lake,Richest
029023,Urban,Great Lake,Poor
029024,Urban,Great Lake,Richest
029025,Urban,Great Lake,Richest
029026,Urban,Great Lake,Rich
029027,Urban,Great Lake,Richest
029028,Urban,Great Lake,Rich
030001,Rural,Great Lake,Middle
030002,Rural,Great Lake,Middle
030003,Rural,Great Lake,Poorest
030004,Rural,Great Lake,Richest
030005,Rural,Great Lake,Poorest
030006,Rural,Great Lake,Poor
030007,Rural,Great Lake,Middle
030008,Rural,Great Lake,Poor
030009,Rural,Great Lake,Poorest
030010,Rural,Great Lake,Poor
030011,Rural,Great Lake,Poor
030012,Rural,Great Lake,Poor
030013,Rural,Great Lake,Middle
030014,Rural,Great Lake,Poorest
030015,Rural,Great Lake,Poorest
030016,Rural,Great Lake,Poorest
030017,Rural,Great Lake,Poor
030018,Rural,Great Lake,Poor
030019,Rural,Great Lake,Poorest
030020,Rural,Great Lake,Richest
030021,Rural,Great Lake,Poor
030022,Rural,Great Lake,Poor
030023,Rural,Great Lake,Poor
030024,Rural,Great Lake,Middle
030025,Rural,Great Lake,Poorest
030026,Rural,Great Lake,Poor
030027,Rural,Great Lake,Middle
030028,Rural,Great Lake,Poor
031001,Urban,Great Lake,Richest
031002,Urban,Great Lake,Middle
031003,Urban,Great Lake,Richest
031004,Urban,Great Lake,Richest
031005,Urban,Great Lake,Richest
031006,Urban,Great Lake,Rich
031007,Urban,Great Lake,Poor
031009,Urban,Great Lake,Richest
031012,Urban,Great Lake,Richest
031013,Urban,Great Lake,Rich
031014,Urban,Great Lake,Richest
031015,Urban,Great Lake,Richest
031016,Urban,Great Lake,Richest
031017,Urban,Great Lake,Richest
031018,Urban,Great Lake,Richest
031019,Urban,Great Lake,Richest
031020,Urban,Great Lake,Rich
031022,Urban,Great Lake,Richest
031023,Urban,Great Lake,Rich
031024,Urban,Great Lake,Rich
031025,Urban,Great Lake,Richest
031027,Urban,Great Lake,Rich
032001,Urban,Plain,Poor
032002,Urban,Plain,Poorest
032003,Urban,Plain,Poorest
032004,Urban,Plain,Poorest
032006,Urban,Plain,Poor
032007,Urban,Plain,Middle
032009,Urban,Plain,Rich
032010,Urban,Plain,Middle
032011,Urban,Plain,Poor
032012,Urban,Plain,Poor
032013,Urban,Plain,Poorest
032014,Urban,Plain,Poorest
032015,Urban,Plain,Rich
032017,Urban,Plain,Middle
032018,Urban,Plain,Poor
032019,Urban,Plain,Middle
032021,Urban,Plain,Rich
032022,Urban,Plain,Poor
032023,Urban,Plain,Middle
032024,Urban,Plain,Poor
032025,Urban,Plain,Poor
032026,Urban,Plain,Poorest
032027,Urban,Plain,Poor
032028,Urban,Plain,Poorest
033001,Urban,Great Lake,Richest
033002,Urban,Great Lake,Richest
033003,Urban,Great Lake,Rich
033004,Urban,Great Lake,Richest
033005,Urban,Great Lake,Richest
033006,Urban,Great Lake,Richest
033007,Urban,Great Lake,Richest
033008,Urban,Great Lake,Richest
033010,Urban,Great Lake,Richest
033011,Urban,Great Lake,Richest
033012,Urban,Great Lake,Richest
033013,Urban,Great Lake,Richest
033014,Urban,Great Lake,Rich
033015,Urban,Great Lake,Richest
033016,Urban,Great Lake,Richest
033017,Urban,Great Lake,Richest
033020,Urban,Great Lake,Rich
033021,Urban,Great Lake,Rich
033022,Urban,Great Lake,Richest
033025,Urban,Great Lake,Richest
033026,Urban,Great Lake,Richest
033027,Urban,Great Lake,Richest
033028,Urban,Great Lake,Richest
034001,Rural,Plateau,Poorest
034002,Rural,Plateau,Middle
034003,Rural,Plateau,Poor
034004,Rural,Plateau,Poorest
034005,Rural,Plateau,Poorest
034006,Rural,Plateau,Poorest
034007,Rural,Plateau,Poor
034008,Rural,Plateau,Poor
034009,Rural,Plateau,Middle
034010,Rural,Plateau,Poorest
034011,Rural,Plateau,Poorest
034012,Rural,Plateau,Poorest
034013,Rural,Plateau,Poorest
034014,Rural,Plateau,Poor
034015,Rural,Plateau,Poorest
034016,Rural,Plateau,Poorest
034017,Rural,Plateau,Middle
034018,Rural,Plateau,Poor
034019,Rural,Plateau,Poorest
034020,Rural,Plateau,Poor
034021,Rural,Plateau,Poor
034022,Rural,Plateau,Poor
